Phylum,Class,Order,Family,Genus,Species,OTU,DGN16SuooMAaA_1_112,DGN16SuooMAaA_1_113,DGN16SuooMAaA_1_115,DGN16SuooMAaA_1_116,DGN16SuooMAaA_2_113,DGN16SuooMAaA_2_115,DGN16SuooMAaA_2_116,DGN16SuooMAaA_3_115,DGN16SuooMAaA_3_120,DGN16SuooMAaA_4_112,DGN16SuooMAaA_4_115,DGN16SuooMAaA_5_116,DGN16SuooMAaA_7_113,DGN16SuooMAaA_7_115,DGN16SuooMAaA_8_115,DGN16SuooMAaA_9_112,DGN16SuooMAaA_9_116,Rego006,Rego010,Rego015,Rego016,Rego019,Rego020,Rego023,Rego025,Rego030,Rego032,Rego035,Rego041,Rego042,Rego045,Rego046,Rego049,Rego054,Rego061,Rego063,Rego064,Rego069,Rego071,Rego083,WHYD20082037_A,WHYD20082062_A
Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,unclassified_g__Fusobacterium,OTU6420,2,1,9,1,0,0,1,3,2,17,1,1,6,0,4,2,7,0,0,0,0,0,3,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,4,1
Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,unclassified_g__Leptotrichia,OTU5652,4,0,2,30,21,31,6,1,0,61,18,134,19,0,17,6,8,38,90,5,3,35,59,63,19,16,42,29,1,0,0,0,2,17,26,22,18,58,35,30,63,15
Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,unclassified_g__Leptotrichia,OTU2156,160,0,19,247,242,482,67,3,33,392,21,270,139,53,54,130,65,129,40,2,11,82,36,113,8,25,41,39,9,30,9,0,52,16,19,40,23,21,37,46,313,309
Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,unclassified_g__Leptotrichia,OTU5665,81,0,81,223,1094,634,525,14,136,60,1937,711,324,267,158,231,45,179,553,46,29,373,117,1023,88,173,369,70,3,4,41,12,3,178,71,132,302,91,385,72,1124,585
Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,Leptotrichia_sp._oral_clone_FP036,OTU4364,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,24,0,7,2,0,1,0,4,1,2,0,0,5,0,0,14,0,0,1,1,0
Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,Leptotrichia_sp._oral_taxon_498,OTU4281,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,9,51,0,0,3,13,9,0,0,3,4,0,0,0,0,0,7,1,1,2,4,6,4,3,0
Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,uncultured_bacterium_g__Leptotrichia,OTU5520,2,1,3,3,3,2,9,1,0,9,6,11,10,0,3,0,0,4,5,3,8,10,12,0,0,0,3,0,0,0,2,10,2,1,1,4,5,7,10,3,3,2
Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,unclassified_g__Fusobacterium,OTU1310,37,0,0,1,0,0,0,36,0,0,3,1,2,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,unclassified_g__Leptotrichia,OTU5502,1,0,1,4,2,1,1,1,1,1,1,3,1,0,0,2,5,4,3,0,4,0,1,4,3,1,0,1,5,1,0,0,6,0,2,0,2,3,1,1,0,0
Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,Leptotrichia_sp._oral_taxon_847,OTU2813,0,0,0,0,7,0,0,0,6,2,0,0,13,4,0,1,0,4,1,0,0,1,0,9,0,0,69,247,0,0,13,0,0,0,91,0,0,0,48,61,325,410
Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,Leptotrichia_sp._oral_taxon_847,OTU3810,0,0,0,0,22,1,0,0,39,2,0,0,10,10,0,4,0,0,0,0,0,0,0,6,0,0,6,12,0,0,0,0,0,0,5,0,0,0,5,5,57,22
Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,uncultured_bacterium_g__Leptotrichia,OTU3705,6,8,3,28,19,215,11,13,11,6,38,10,12,4,6,9,78,101,224,174,185,334,255,220,125,2,262,102,358,44,129,0,44,30,247,11,191,238,40,143,40,12
Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium_nucleatum_subsp._polymorphum,OTU3496,310,103,172,250,147,126,346,64,120,297,424,567,336,53,511,45,177,98,138,113,30,68,213,66,34,45,70,34,2,21,29,56,8,55,35,43,33,167,92,51,718,722
Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,Leptotrichia_sp._oral_clone_GT018,OTU5532,0,0,0,4,18,8,1,0,3,1,18,8,2,4,0,2,2,7,19,2,1,2,0,12,1,2,1,3,2,0,1,2,0,6,1,5,19,2,0,3,10,5
Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,Leptotrichia_buccalis_C-1013-b,OTU5702,8,0,108,845,499,242,85,21,77,365,523,1476,246,128,225,88,93,1367,840,31,51,157,380,191,65,323,267,150,32,24,9,10,1,211,214,173,97,534,269,304,518,272
Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,unclassified_g__Leptotrichia,OTU3064,0,8,0,9,1,3,5,1,4,6,6,9,26,0,7,2,0,8,12,10,0,5,9,1,0,8,10,4,0,14,9,16,4,5,1,5,9,19,4,2,2,4
Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,unclassified_g__Leptotrichia,OTU5528,1,0,2,47,17,19,2,0,1,15,6,38,8,3,10,6,1,20,25,0,3,21,9,24,0,12,11,11,4,2,2,1,10,12,8,11,21,30,7,20,23,14
Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,unclassified_g__Leptotrichia,OTU5523,4,0,4,5,36,17,23,1,7,3,56,48,22,9,16,8,2,5,24,5,0,9,7,10,6,4,6,2,0,1,7,1,0,17,8,8,2,2,22,1,77,35
Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,unclassified_g__Leptotrichia,OTU5527,113,154,20,372,137,1725,144,189,181,176,307,257,60,40,48,84,580,16,20,18,18,55,39,164,6,10,35,15,26,7,8,0,11,6,22,3,31,47,9,69,373,224
Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,Leptotrichia_hofstadii,OTU4371,28,0,4,44,19,28,16,1,2,20,10,84,23,2,15,5,7,54,50,10,28,1035,30,350,0,85,157,163,55,13,10,0,4,82,121,170,87,196,181,242,54,55
Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,Leptotrichia_sp._oral_clone_FP036,OTU5638,59,0,93,0,2,70,0,2,8,29,0,0,170,0,0,0,0,2,0,20,4,291,0,45,57,0,4,35,24,113,18,0,0,128,1,12,169,0,0,67,117,51
Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,unclassified_g__Leptotrichia,OTU5558,8,1,1,15,12,62,5,5,19,14,10,18,3,6,2,5,24,12,19,9,7,12,27,33,21,0,12,7,4,4,1,0,5,3,14,2,13,13,4,9,37,17
Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,uncultured_Leptotrichia_sp.,OTU2819,76,0,0,0,0,0,17,3,0,14,1,3,3,0,13,0,2,187,9,0,36,18,181,8,76,1,32,15,0,2,2,1,7,0,120,0,0,1,1,28,27,35
Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium_periodonticum_ATCC_33693,OTU517,0,4,15,5,5,1,9,3,0,11,0,20,13,0,4,10,8,4,6,22,5,0,25,8,13,43,0,20,0,0,1,3,3,6,4,14,9,68,31,4,0,3
Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,Leptotrichia_wadei,OTU4366,0,0,0,2,2,6,5,0,1,0,18,2,3,1,1,0,1,10,188,36,8,202,26,61,77,10,117,38,1,2,438,2,3,97,67,93,46,6,326,4,12,3
Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,uncultured_bacterium_g__Leptotrichia,OTU5615,102,42,101,277,129,124,172,66,86,138,415,294,518,14,126,51,32,51,52,9,17,39,90,22,0,4,19,12,0,3,3,11,5,41,17,46,65,100,96,26,171,244
Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,uncultured_bacterium_g__Leptotrichia,OTU5613,1,3,6,1,1,0,3,1,2,1,3,1,8,0,1,0,0,21,40,121,16,105,112,2,0,6,46,14,0,32,1,18,40,58,5,66,3,45,340,37,5,3
Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,Leptotrichia_sp._oral_taxon_498,OTU5551,0,0,25,232,69,148,0,0,158,18,70,202,32,2,0,43,1,58,16,0,2,52,27,258,1,0,46,114,0,2,0,0,0,97,41,7,4,17,56,38,560,276
Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,Leptotrichia_sp._oral_taxon_498,OTU564,0,0,1,15,18,28,0,2,17,0,18,297,7,0,0,8,1,25,172,0,32,54,219,103,3,2,68,7,0,7,3,0,0,50,41,5,18,71,31,2,84,15
Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium_periodonticum,OTU1155,333,471,650,376,258,243,113,50,190,393,239,899,1387,119,395,281,237,790,739,1322,293,378,1090,214,586,794,410,276,3,268,363,416,154,334,703,260,185,1394,726,458,213,214
Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,uncultured_bacterium_g__Leptotrichia,OTU586,1,3,1,5,2,4,7,3,3,5,10,5,15,2,7,2,1,10,5,8,4,4,56,3,0,4,2,5,0,3,0,0,0,2,3,1,2,26,2,6,6,6
Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,uncultured_Leptotrichia_sp.,OTU5478,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,6,1
Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium_nucleatum_subsp._polymorphum,OTU420,44,23,25,40,33,86,30,6,10,51,97,88,45,31,58,23,21,88,238,46,71,217,292,144,36,41,56,130,10,3,36,31,51,56,51,33,28,121,68,51,119,115
Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,uncultured_bacterium_g__Leptotrichia,OTU5550,59,0,3,36,229,95,4,2,393,10,12,78,2,102,3,80,34,21,32,12,3,48,50,121,40,10,69,39,2,15,49,0,7,114,30,11,13,9,63,5,82,54
Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,Leptotrichia_sp._oral_clone_EI022,OTU4330,0,0,8,35,11,10,0,26,74,28,8,13,6,26,23,8,113,25,15,9,215,34,80,10,19,11,57,1,0,0,5,78,0,0,24,6,46,26,3,21,8,39
Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,Leptotrichia_sp._oral_clone_IK040,OTU5708,0,0,4,13,3,3,0,0,5,1,3,13,2,0,0,0,0,2,8,0,0,2,10,14,1,0,2,4,0,0,0,0,0,4,1,0,1,2,3,3,20,12
Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,Leptotrichia_sp._oral_taxon_498,OTU5506,0,0,0,2,1,3,0,0,3,0,0,21,1,0,0,4,0,3,10,0,0,4,25,7,0,0,3,4,0,0,0,0,0,2,3,0,0,2,3,2,30,6
Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,Fusobacterium_nucleatum_subsp._polymorphum,OTU5583,100,11,11,36,19,42,51,4,34,29,101,243,26,43,68,23,7,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,39,16
Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,Leptotrichia_goodfellowii,OTU4370,0,0,0,12,0,0,0,9,0,34,0,1,5,0,0,0,114,0,0,9,85,0,0,3,0,0,6,0,0,1,0,0,0,0,14,0,1,0,0,31,0,0
Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,Leptotrichia_hongkongensis,OTU5536,1,4,2,18,8,31,4,3,17,2,10,17,3,1,3,12,10,6,9,9,6,8,9,14,5,0,9,7,18,5,3,0,15,0,8,1,9,2,1,8,21,12
Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,unclassified_g__Leptotrichia,OTU3756,0,0,0,0,150,0,0,0,0,6,0,0,148,0,0,0,0,0,0,1,0,24,0,0,0,0,61,0,0,0,1,0,0,0,0,0,17,1,0,0,128,61
Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,unclassified_g__Leptotrichia,OTU3746,0,0,0,0,9,1,0,0,1,0,0,17,0,0,0,1,0,1,10,0,0,0,0,0,0,0,7,19,0,0,1,1,0,2,3,1,3,2,7,1,31,7
Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,Leptotrichia_sp._oral_clone_FP036,OTU3760,4,0,7,0,0,9,0,1,2,3,0,0,22,0,0,0,0,0,0,2,0,20,0,11,2,0,0,1,3,10,1,0,0,8,0,1,13,0,0,2,18,4
Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,uncultured_bacterium_g__Leptotrichia,OTU4368,0,143,4,9,10,12,5,4,7,19,26,32,198,0,4,38,2,65,112,23,53,176,26,18,0,18,29,18,1,75,277,155,1,4,5,49,228,50,37,72,5,8
Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,unclassified_g__Fusobacterium,OTU3574,4120,396,698,498,452,2076,2970,694,1099,2442,1040,1841,324,3614,2533,488,1533,333,1218,614,1768,1137,4211,566,1464,113,1252,1081,39,154,66,391,601,536,2396,648,472,685,446,873,2492,3679
Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,uncultured_Leptotrichia_sp.,OTU3571,4,1,9,2,51,17,53,0,0,3,113,71,21,23,13,10,3,40,125,4,3,33,13,180,11,19,54,38,3,0,0,12,4,16,6,20,40,24,40,13,18,10
Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,uncultured_bacterium_g__Fusobacterium,OTU4361,3,0,0,1,0,0,8,0,1,1,2,9,0,2,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,5
Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,uncultured_bacterium_g__Leptotrichia,OTU4372,0,3,1,17,27,19,4,10,23,8,24,50,305,2,26,2,9,184,84,203,42,103,298,23,0,188,40,46,3,282,30,37,0,4,20,25,98,322,18,31,5,8
Fusobacteriota,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Leptotrichia,unclassified_g__Leptotrichia,OTU4209,1,0,1,3,24,12,8,1,3,0,25,22,10,5,7,2,0,21,36,2,1,10,11,28,7,12,18,8,1,0,5,0,4,10,4,15,16,8,6,4,32,4
Patescibacteria,Saccharimonadia,Saccharimonadales,unclassified_o__Saccharimonadales,unclassified_o__Saccharimonadales,unclassified_o__Saccharimonadales,OTU3497,0,0,0,14,0,0,0,0,7,2,32,9,0,5,1,3,3,0,5,0,0,3,7,0,0,7,0,1,0,0,0,2,0,0,0,0,0,3,3,1,4,3
Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,TM7x,uncultured_bacterium_g__TM7x,OTU6150,0,0,1,0,0,0,0,0,0,1,0,4,2,0,0,0,0,0,5,2,0,0,0,0,0,2,0,8,0,1,0,0,0,8,0,0,0,1,1,3,0,0
Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,Candidatus_Saccharimonas,uncultured_bacterium_g__Candidatus_Saccharimonas,OTU2811,69,0,363,33,61,11,63,23,101,245,120,37,234,196,61,255,57,24,101,125,15,161,28,17,28,7,121,223,0,175,2,41,8,155,27,18,52,39,52,76,30,119
Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,Candidatus_Saccharimonas,unclassified_g__Candidatus_Saccharimonas,OTU2259,0,0,0,0,0,0,0,0,0,68,0,0,0,2,0,1,0,5,0,0,5,9,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,194,0,0
Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,unclassified_f__Saccharimonadaceae,unclassified_f__Saccharimonadaceae,OTU3494,0,0,1,3,7,2,1,1,3,2,3,6,12,1,0,2,0,0,5,10,1,6,5,2,1,12,9,35,3,37,3,44,0,10,4,6,2,1,2,4,2,2
Patescibacteria,Saccharimonadia,Saccharimonadales,norank_o__Saccharimonadales,norank_f__norank_o__Saccharimonadales,Candidatus_Saccharibacteria_bacterium_UB2523,OTU2269,0,0,23,29,63,132,0,13,4,8,399,45,6,179,119,24,15,103,74,11,28,286,139,1,96,19,113,6,1,5,23,20,0,33,524,13,41,16,0,43,11,39
Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,norank_f__Saccharimonadaceae,unclassified_g__norank_f__Saccharimonadaceae,OTU5521,0,0,1,1,7,0,0,0,12,2,12,0,0,1,0,0,2,14,7,4,2,4,9,0,1,3,5,6,0,6,0,2,0,4,2,2,2,3,2,16,5,3
Patescibacteria,Saccharimonadia,Saccharimonadales,norank_o__Saccharimonadales,norank_f__norank_o__Saccharimonadales,TM7_phylum_sp._oral_clone_FR058,OTU5575,0,0,0,0,1,0,0,0,0,1,0,5,6,6,0,0,0,0,3,1,0,1,0,0,0,0,1,1,0,0,0,0,0,2,0,0,1,2,0,2,0,0
Patescibacteria,Gracilibacteria,norank_c__Gracilibacteria,norank_o__norank_c__Gracilibacteria,norank_f__norank_o__norank_c__Gracilibacteria,Gracilibacteria_bacterium_oral_taxon_873,OTU4147,0,0,21,63,254,43,0,0,0,90,3,6,2,0,0,0,0,134,18,326,5,0,20,0,0,965,14,21,2,0,0,29,0,0,1,23,0,577,10,28,7,15
Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,norank_f__Saccharimonadaceae,uncultured_bacterium_g__norank_f__Saccharimonadaceae,OTU3435,2,0,17,6,63,9,0,8,97,65,768,101,1,10,3,1,20,124,140,134,3,238,209,9,49,22,116,37,1,23,1,1,1,89,16,8,32,10,6,419,17,10
Patescibacteria,Saccharimonadia,Saccharimonadales,norank_o__Saccharimonadales,norank_f__norank_o__Saccharimonadales,TM7_phylum_sp._oral_clone_FR058,OTU5554,0,0,7,0,114,12,0,1,0,30,0,123,45,48,10,6,0,13,128,33,1,28,29,0,0,78,23,69,0,0,6,1,0,125,1,46,21,129,132,203,10,169
Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,unclassified_f__Saccharimonadaceae,unclassified_f__Saccharimonadaceae,OTU3597,0,2,0,1,1,1,2,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,4,0,10,3,28,0,14,1,2,0,0,0,0,1,1,0,0
Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,TM7x,uncultured_bacterium_g__TM7x,OTU3474,0,10,18,3,14,33,16,3,15,12,15,28,40,8,0,2,1,14,104,380,8,401,19,1,3,418,265,2114,118,3591,91,3138,7,1050,9,109,130,19,176,34,7,19
Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,Candidatus_Saccharimonas,uncultured_bacterium_g__Candidatus_Saccharimonas,OTU5598,0,0,3,2,2,0,0,0,0,2,0,0,8,1,0,0,0,0,3,3,0,6,1,0,1,0,4,24,0,25,0,7,0,9,1,0,5,0,3,2,0,0
Patescibacteria,Saccharimonadia,Saccharimonadales,norank_o__Saccharimonadales,norank_f__norank_o__Saccharimonadales,unclassified_g__norank_f__norank_o__Saccharimonadales,OTU3473,0,0,1,0,6,1,0,0,0,3,0,10,3,3,1,1,0,0,9,1,0,1,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,3,4,4,2,6
Patescibacteria,Gracilibacteria,Absconditabacteriales_SR1,norank_o__Absconditabacteriales_SR1,norank_f__norank_o__Absconditabacteriales_SR1,unclassified_g__norank_f__norank_o__Absconditabacteriales_SR1,OTU5784,0,0,1,66,11,45,0,0,0,80,58,11,10,93,38,22,0,139,48,735,2,63,179,3,0,66,126,115,0,4,2,122,0,16,11,14,38,133,28,150,0,0
Patescibacteria,Gracilibacteria,Absconditabacteriales_SR1,norank_o__Absconditabacteriales_SR1,norank_f__norank_o__Absconditabacteriales_SR1,SR1_bacterium_oral_taxon_875,OTU286,0,0,169,57,39,13,0,0,5,65,0,49,2,5,41,6,48,106,84,135,0,0,63,0,0,30,25,329,0,110,0,8,0,0,1,0,0,9,70,6,1,1
Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,norank_f__Saccharimonadaceae,uncultured_bacterium_g__norank_f__Saccharimonadaceae,OTU3469,55,0,11,37,63,22,11,8,117,23,123,34,6,62,25,29,44,90,32,25,53,281,71,4,30,15,61,66,11,127,17,18,3,221,137,35,32,31,660,176,18,19
Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,TM7x,uncultured_Candidatus_Saccharibacteria_bacterium_g__TM7x,OTU4662,6,0,0,0,1,2,0,0,6,2,1,0,1,0,10,0,3,1,0,0,0,78,1,0,0,1,48,5,0,1,0,1,1,5,4,0,6,1,1,1,1,0
Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,TM7x,uncultured_bacterium_g__TM7x,OTU3443,0,5,0,1,5,2,5,0,3,1,3,0,5,1,0,0,0,16,50,64,2,1,40,3,0,87,20,70,0,77,1,31,2,107,2,49,5,10,102,18,1,2
Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,TM7x,uncultured_bacterium_g__TM7x,OTU4293,0,0,1,1,5,1,0,0,1,0,9,11,0,0,0,2,0,3,10,7,0,11,6,3,0,7,2,35,0,12,1,2,0,15,1,2,1,0,13,3,0,0
Patescibacteria,Gracilibacteria,JGI_0000069-P22,norank_o__JGI_0000069-P22,norank_f__norank_o__JGI_0000069-P22,Candidatus_Gracilibacteria_bacterium_HOT-871,OTU4195,0,0,0,0,0,54,0,0,0,13,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,19,7,9
Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,TM7x,uncultured_bacterium_g__TM7x,OTU6149,6,132,111,63,244,311,127,24,169,141,173,248,396,111,9,50,1,72,98,5,8,188,141,24,42,123,196,95,6,56,28,94,4,75,260,109,17,19,125,66,58,183
Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,TM7x,unclassified_g__TM7x,OTU6151,35,0,1,0,0,0,13,2,0,3,0,0,8,0,0,0,6,0,0,0,0,2,1,0,0,0,4,2,0,0,0,0,0,0,4,0,0,0,0,0,0,1
Patescibacteria,Saccharimonadia,Saccharimonadales,norank_o__Saccharimonadales,norank_f__norank_o__Saccharimonadales,TM7_phylum_sp._oral_clone_FR058,OTU533,0,0,2,0,3,8,0,0,0,1,2,7,3,0,0,0,0,1,8,10,0,17,1,0,0,6,2,23,0,33,1,6,0,22,0,1,1,1,26,2,0,0
Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,norank_f__Saccharimonadaceae,uncultured_bacterium_g__norank_f__Saccharimonadaceae,OTU4655,0,0,7,12,203,162,0,20,270,20,138,81,15,26,18,1,90,4,14,21,0,15,1,1,6,14,2,9,0,22,3,2,0,10,72,17,8,2,49,2,22,43
Patescibacteria,Gracilibacteria,JGI_0000069-P22,norank_o__JGI_0000069-P22,norank_f__norank_o__JGI_0000069-P22,Gracilibacteria_bacterium_oral_taxon_872,OTU5793,0,0,0,43,2,5,0,0,0,6,1,0,0,0,8,0,0,6,8,0,7,3,99,0,0,7,92,2,0,0,0,0,0,0,3,0,0,0,0,10,0,0
Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,unclassified_f__Saccharimonadaceae,unclassified_f__Saccharimonadaceae,OTU3468,0,0,0,0,12,3,0,0,2,0,6,32,3,21,2,7,0,10,11,0,0,8,34,0,2,17,98,0,0,21,0,6,0,0,6,0,0,10,0,0,0,0
Patescibacteria,Gracilibacteria,norank_c__Gracilibacteria,norank_o__norank_c__Gracilibacteria,norank_f__norank_o__norank_c__Gracilibacteria,Gracilibacteria_bacterium_oral_taxon_873,OTU3611,0,0,3,1,6,2,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0
Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,TM7x,uncultured_bacterium_g__TM7x,OTU4105,0,1,1,0,0,2,0,0,1,2,1,1,5,0,0,0,0,0,0,4,1,1,0,0,0,0,1,4,0,9,0,9,0,2,0,3,0,0,1,0,0,0
Patescibacteria,Saccharimonadia,Saccharimonadales,norank_o__Saccharimonadales,norank_f__norank_o__Saccharimonadales,Candidatus_Saccharibacteria_bacterium_UB2523,OTU5518,0,0,1,0,3,7,0,0,0,0,31,2,0,2,2,0,1,3,5,1,0,21,8,0,1,3,4,1,0,0,0,4,0,1,23,1,0,2,0,5,0,0
Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,unclassified_g__Neisseria,OTU4369,0,0,0,0,1,1,0,1,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,1,1,2,0,4,1,6,0,5,0,2,0,6,1,1,3,0,0,0
Proteobacteria,Gammaproteobacteria,unclassified_c__Gammaproteobacteria,unclassified_c__Gammaproteobacteria,unclassified_c__Gammaproteobacteria,unclassified_c__Gammaproteobacteria,OTU567,0,69,108,19,2,1,0,3,0,11,17,8,6,108,2,12,11,13,26,55,7,4,8,18,0,0,69,45,0,3,1,9,0,14,15,1,1,6,61,2,7,3
Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Kingella,uncultured_bacterium_g__Kingella,OTU3596,723,22,3,3,9,52,755,20,1,29,12,0,17,4,9,3,42,1,16,8,63,95,37,86,42,0,2,8,1,0,66,11,72,7,36,4,2,0,7,7,37,13
Proteobacteria,Gammaproteobacteria,Burkholderiales,Neisseriaceae,Neisseria,unclassified_g__Neisseria,OTU5537,0,2,0,0,3,1,0,1,0,14,2,3,1,3,0,0,0,13,5,1,0,2,1,4,11,3,0,5,5,0,1,0,0,0,0,2,0,3,0,10,1,0
Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Haemophilus,Haemophilus_parainfluenzae,OTU2394,2561,1439,2112,4881,1054,626,2666,1109,354,667,724,751,3563,214,422,4345,4925,2266,1568,2938,3293,619,550,1456,4185,4419,390,2640,627,6754,836,4194,16077,785,1692,1387,1265,3748,2068,804,736,825
