num sample rows,DGN16SxfsMCaB_20_109,DGN16SxfsMAaA_17_112,DGN16SxfsMAaA_12_122,WHYD200513783_A,DGN16SuooMAaA_7_113,DGN16SxfsMAaA_13_114,DGN16SxfsMAaA_18_115,GXJ0103_C6,GXJ0103_C8D15,DGN16SxfsMAaA_12_117,DGN16SxfsMAaA_16_119,DGN16SxfsMCaB_21_109,DGN16SxfsMCaB_22_109,YZR0106_C2,YZR0106_C4,ZJD0111_JX,ZJD0111_C4uiPD,YZY0112_C2D15,Rego006,WHYD200513792_A,DGN16SuooMAaA_3_120,Rego010,FQT0113_JX,FQT0113_C2D15,DGN16SuooMAaA_4_115,HSR0114_JX,HAH0115_JX,Rego015,Rego016,CGH0116_JX,CGH0116_C2D1,DGN16SuooMAaA_3_115,WHYD200513785_A,WHYD200513797_A,WHYD200513812_A,DGN16SuooMAaA_9_116,WHYD200716230_A,Rego019,ZXL0117_JX,Rego020,SZL0119_JX,DGN16SuooMAaA_8_115,WHYD200716245_A,Rego023,HM0120_JX,Rego025,CWZ0121_JX,CWZ0121_PD,SLM0122_JX,WHYD200513799_A,WHYD20082037_A,WHYD200716229_A,WHYD20082062_A,WHYD200716254_A,LGZ0123_JX,Rego030,FW0124_JX,Rego032,WHYD200513772_A,YMS0125_JX,Rego035,TWH0126_JX,Rego042,Rego041,LJK0127_JX,SJH0128_JX,Rego046,FMS0129_JX,Rego045,DGN16SuooMAaA_1_113,WHYD200513577_A,WY0132_JX,LWM0133_JX,LMS0134_JX,CKH0135_JX,Rego054,WHYD200513795_A,DGN16SuooMAaA_1_115,WHYD200513813_A,PXX0136_JX,Rego061,Rego064,YGF0137_JX,JFQ0138_JX,Rego063,WHYD200513798_A,DGN16SuooMAaA_2_115,WHYD200513822_A,WHYD200513800_A,Rego069,DGN16SuooMAaA_5_116,Rego049,DGN16SuooMAaA_1_112,DGN16SuooMAaA_2_116,Rego083,WHYD200513765_A,DGN16SuooMAaA_4_112,WHYD200513815_A,DGN16SuooMAaA_2_113,WHYD200513773_A,DGN16SuooMAaA_1_116,WHYD200513784_A,WHYD200513786_A,DGN16SuooMAaA_9_112,WHYD200513802_A,DGN16SuooMAaA_7_115,WHYD200513791_A,GZL0140_JX,Rego071,WHYD200513766_A,DGN16SxfsMCaB_19_109
53700,NA,NA,NA,NA,4.0941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0359,4.0501,NA,NA,NA,4.4295,NA,NA,NA,3.5225,NA,NA,3.2841,NA,NA,NA,3.7459,3.498,NA,NA,NA,NA,3.7976,NA,NA,NA,NA,NA,NA,NA,NA,3.9685,3.9842,3.5757,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0867,NA,NA,NA,NA,NA,NA,4.0612,3.5238,NA,NA,NA,NA,NA,2.0259,3.954,NA,NA,NA,NA,NA,NA,NA,1.9306,4.5054,NA,3.4218,NA,4.4262,NA,4.2385,4.0222,NA,NA,NA,NA,4.2869,NA,3.7689,NA,NA,3.8621,NA,3.9183,NA,NA,NA,NA,NA
53800,NA,NA,NA,NA,4.0942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.036,4.05,NA,NA,NA,4.4296,NA,NA,NA,3.5225,NA,NA,3.2842,NA,NA,NA,3.7459,3.498,NA,NA,NA,NA,3.7976,NA,NA,NA,NA,NA,NA,NA,NA,3.9686,3.9842,3.5757,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0867,NA,NA,NA,NA,NA,NA,4.0612,3.5238,NA,NA,NA,NA,NA,2.0259,3.9539,NA,NA,NA,NA,NA,NA,NA,1.9307,4.5054,NA,3.4219,NA,NA,NA,4.2385,4.0222,NA,NA,NA,NA,4.287,NA,3.769,NA,NA,3.8621,NA,3.9183,NA,NA,NA,NA,NA
53900,NA,NA,NA,NA,4.0942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.036,4.0501,NA,NA,NA,4.4296,NA,NA,NA,3.5225,NA,NA,3.2842,NA,NA,NA,3.7459,3.498,NA,NA,NA,NA,3.7976,NA,NA,NA,NA,NA,NA,NA,NA,3.9686,3.9842,3.5757,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0867,NA,NA,NA,NA,NA,NA,4.0612,3.5238,NA,NA,NA,NA,NA,2.026,3.954,NA,NA,NA,NA,NA,NA,NA,1.9306,4.5055,NA,3.4219,NA,NA,NA,4.2385,4.0222,NA,NA,NA,NA,4.287,NA,3.7689,NA,NA,3.8621,NA,3.9184,NA,NA,NA,NA,NA
54000,NA,NA,NA,NA,4.0942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.036,4.0501,NA,NA,NA,4.4295,NA,NA,NA,3.5225,NA,NA,3.2842,NA,NA,NA,3.7459,3.4979,NA,NA,NA,NA,3.7975,NA,NA,NA,NA,NA,NA,NA,NA,3.9685,3.9842,3.5757,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0867,NA,NA,NA,NA,NA,NA,4.0612,3.5238,NA,NA,NA,NA,NA,2.026,3.954,NA,NA,NA,NA,NA,NA,NA,1.9307,4.5055,NA,3.4219,NA,NA,NA,4.2385,4.0223,NA,NA,NA,NA,4.287,NA,3.769,NA,NA,3.8621,NA,3.9183,NA,NA,NA,NA,NA
54037,NA,NA,NA,NA,4.0942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.036,4.0501,NA,NA,NA,4.4295,NA,NA,NA,3.5225,NA,NA,3.2842,NA,NA,NA,3.7459,3.498,NA,NA,NA,NA,3.7975,NA,NA,NA,NA,NA,NA,NA,NA,3.9686,3.9842,3.5757,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0867,NA,NA,NA,NA,NA,NA,4.0611,3.5238,NA,NA,NA,NA,NA,2.0259,3.954,NA,NA,NA,NA,NA,NA,NA,1.9308,4.5055,NA,3.4219,NA,NA,NA,4.2385,4.0223,NA,NA,NA,NA,4.287,NA,3.769,NA,NA,3.8621,NA,3.9184,NA,NA,NA,NA,NA
54100,NA,NA,NA,NA,4.0942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.036,4.0501,NA,NA,NA,4.4296,NA,NA,NA,3.5225,NA,NA,3.2842,NA,NA,NA,3.7459,3.498,NA,NA,NA,NA,3.7976,NA,NA,NA,NA,NA,NA,NA,NA,3.9686,3.9842,3.5757,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0867,NA,NA,NA,NA,NA,NA,4.0611,3.5238,NA,NA,NA,NA,NA,2.026,3.954,NA,NA,NA,NA,NA,NA,NA,1.9307,4.5055,NA,3.4219,NA,NA,NA,4.2386,4.0223,NA,NA,NA,NA,4.287,NA,3.769,NA,NA,3.8621,NA,3.9184,NA,NA,NA,NA,NA
54122,NA,NA,NA,NA,4.0942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.036,4.0502,NA,NA,NA,4.4296,NA,NA,NA,3.5225,NA,NA,3.2842,NA,NA,NA,3.746,3.498,NA,NA,NA,NA,3.7976,NA,NA,NA,NA,NA,NA,NA,NA,3.9686,3.9842,3.5757,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0867,NA,NA,NA,NA,NA,NA,4.0611,3.5238,NA,NA,NA,NA,NA,2.026,3.954,NA,NA,NA,NA,NA,NA,NA,1.9307,4.5055,NA,3.4219,NA,NA,NA,4.2386,4.0223,NA,NA,NA,NA,NA,NA,3.7691,NA,NA,3.8621,NA,3.9184,NA,NA,NA,NA,NA
54199,NA,NA,NA,NA,4.0942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.036,4.0502,NA,NA,NA,4.4296,NA,NA,NA,3.5225,NA,NA,3.2842,NA,NA,NA,3.746,3.498,NA,NA,NA,NA,3.7976,NA,NA,NA,NA,NA,NA,NA,NA,3.9686,3.9842,3.5756,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0867,NA,NA,NA,NA,NA,NA,4.0611,3.5238,NA,NA,NA,NA,NA,2.026,3.9541,NA,NA,NA,NA,NA,NA,NA,1.9308,4.5055,NA,3.4219,NA,NA,NA,4.2386,4.0223,NA,NA,NA,NA,NA,NA,3.7691,NA,NA,3.862,NA,3.9183,NA,NA,NA,NA,NA
54200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.036,4.0502,NA,NA,NA,4.4296,NA,NA,NA,3.5225,NA,NA,3.2842,NA,NA,NA,3.746,3.498,NA,NA,NA,NA,3.7976,NA,NA,NA,NA,NA,NA,NA,NA,3.9686,3.9842,3.5756,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0867,NA,NA,NA,NA,NA,NA,4.0611,3.5238,NA,NA,NA,NA,NA,2.026,3.9541,NA,NA,NA,NA,NA,NA,NA,1.9308,4.5055,NA,3.4219,NA,NA,NA,4.2386,4.0223,NA,NA,NA,NA,NA,NA,3.769,NA,NA,3.862,NA,3.9183,NA,NA,NA,NA,NA
54300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.036,4.0502,NA,NA,NA,4.4296,NA,NA,NA,3.5225,NA,NA,3.2842,NA,NA,NA,3.746,3.498,NA,NA,NA,NA,3.7976,NA,NA,NA,NA,NA,NA,NA,NA,3.9686,3.9842,3.5757,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0867,NA,NA,NA,NA,NA,NA,NA,3.5239,NA,NA,NA,NA,NA,2.026,3.9541,NA,NA,NA,NA,NA,NA,NA,1.9307,4.5056,NA,3.4219,NA,NA,NA,4.2386,4.0223,NA,NA,NA,NA,NA,NA,3.769,NA,NA,3.8621,NA,3.9183,NA,NA,NA,NA,NA
54400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.036,4.0502,NA,NA,NA,4.4296,NA,NA,NA,3.5226,NA,NA,3.2842,NA,NA,NA,3.7461,3.498,NA,NA,NA,NA,3.7977,NA,NA,NA,NA,NA,NA,NA,NA,3.9687,3.9842,3.5757,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0867,NA,NA,NA,NA,NA,NA,NA,3.5238,NA,NA,NA,NA,NA,2.026,3.9542,NA,NA,NA,NA,NA,NA,NA,1.9308,4.5056,NA,3.422,NA,NA,NA,4.2386,4.0223,NA,NA,NA,NA,NA,NA,3.769,NA,NA,3.8621,NA,3.9183,NA,NA,NA,NA,NA
54500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.036,4.0502,NA,NA,NA,4.4296,NA,NA,NA,3.5226,NA,NA,3.2842,NA,NA,NA,3.7461,3.498,NA,NA,NA,NA,3.7977,NA,NA,NA,NA,NA,NA,NA,NA,3.9687,3.9843,3.5757,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0867,NA,NA,NA,NA,NA,NA,NA,3.5239,NA,NA,NA,NA,NA,2.026,3.9542,NA,NA,NA,NA,NA,NA,NA,1.9308,4.5056,NA,3.422,NA,NA,NA,4.2386,4.0222,NA,NA,NA,NA,NA,NA,3.769,NA,NA,3.8621,NA,3.9182,NA,NA,NA,NA,NA
54596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.036,4.0502,NA,NA,NA,4.4296,NA,NA,NA,3.5225,NA,NA,3.2842,NA,NA,NA,3.7461,3.4979,NA,NA,NA,NA,3.7977,NA,NA,NA,NA,NA,NA,NA,NA,3.9686,3.9843,3.5756,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0867,NA,NA,NA,NA,NA,NA,NA,3.5239,NA,NA,NA,NA,NA,2.026,3.9542,NA,NA,NA,NA,NA,NA,NA,1.9308,4.5056,NA,3.422,NA,NA,NA,4.2386,4.0222,NA,NA,NA,NA,NA,NA,3.769,NA,NA,3.8621,NA,3.9183,NA,NA,NA,NA,NA
54600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.036,4.0502,NA,NA,NA,4.4296,NA,NA,NA,3.5225,NA,NA,3.2842,NA,NA,NA,3.7461,3.4979,NA,NA,NA,NA,3.7977,NA,NA,NA,NA,NA,NA,NA,NA,3.9686,3.9843,3.5756,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0867,NA,NA,NA,NA,NA,NA,NA,3.5239,NA,NA,NA,NA,NA,2.026,3.9542,NA,NA,NA,NA,NA,NA,NA,1.9308,4.5056,NA,3.422,NA,NA,NA,4.2386,4.0222,NA,NA,NA,NA,NA,NA,3.769,NA,NA,3.8621,NA,3.9183,NA,NA,NA,NA,NA
54700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.036,4.0502,NA,NA,NA,4.4296,NA,NA,NA,3.5225,NA,NA,3.2842,NA,NA,NA,3.7461,3.498,NA,NA,NA,NA,3.7977,NA,NA,NA,NA,NA,NA,NA,NA,3.9686,3.9843,3.5756,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0261,3.9542,NA,NA,NA,NA,NA,NA,NA,1.9308,4.5056,NA,3.422,NA,NA,NA,4.2387,4.0222,NA,NA,NA,NA,NA,NA,3.769,NA,NA,3.8621,NA,3.9183,NA,NA,NA,NA,NA
54800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.036,4.0502,NA,NA,NA,4.4296,NA,NA,NA,3.5225,NA,NA,3.2843,NA,NA,NA,3.746,3.498,NA,NA,NA,NA,3.7977,NA,NA,NA,NA,NA,NA,NA,NA,3.9687,3.9844,3.5756,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.026,3.9542,NA,NA,NA,NA,NA,NA,NA,1.9308,4.5056,NA,3.4221,NA,NA,NA,4.2386,4.0222,NA,NA,NA,NA,NA,NA,3.769,NA,NA,3.8622,NA,3.9183,NA,NA,NA,NA,NA
54859,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.036,4.0503,NA,NA,NA,4.4296,NA,NA,NA,3.5225,NA,NA,3.2843,NA,NA,NA,3.746,3.498,NA,NA,NA,NA,3.7978,NA,NA,NA,NA,NA,NA,NA,NA,3.9687,3.9844,3.5756,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.026,3.9542,NA,NA,NA,NA,NA,NA,NA,1.9308,4.5056,NA,3.4221,NA,NA,NA,4.2386,4.0222,NA,NA,NA,NA,NA,NA,3.769,NA,NA,3.8622,NA,3.9183,NA,NA,NA,NA,NA
54896,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.036,4.0502,NA,NA,NA,4.4296,NA,NA,NA,3.5225,NA,NA,3.2842,NA,NA,NA,3.746,3.498,NA,NA,NA,NA,3.7978,NA,NA,NA,NA,NA,NA,NA,NA,3.9687,3.9845,3.5756,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.026,3.9542,NA,NA,NA,NA,NA,NA,NA,1.9308,4.5056,NA,3.4221,NA,NA,NA,4.2386,4.0222,NA,NA,NA,NA,NA,NA,3.769,NA,NA,3.8622,NA,3.9183,NA,NA,NA,NA,NA
54900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.036,4.0502,NA,NA,NA,4.4296,NA,NA,NA,3.5225,NA,NA,3.2842,NA,NA,NA,3.746,3.498,NA,NA,NA,NA,3.7978,NA,NA,NA,NA,NA,NA,NA,NA,3.9687,3.9845,3.5756,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.026,3.9542,NA,NA,NA,NA,NA,NA,NA,1.9308,4.5056,NA,NA,NA,NA,NA,4.2386,4.0222,NA,NA,NA,NA,NA,NA,3.769,NA,NA,3.8622,NA,3.9183,NA,NA,NA,NA,NA
55000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0502,NA,NA,NA,4.4296,NA,NA,NA,3.5224,NA,NA,3.2842,NA,NA,NA,3.7461,3.498,NA,NA,NA,NA,3.7978,NA,NA,NA,NA,NA,NA,NA,NA,3.9687,3.9845,3.5756,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0259,3.9542,NA,NA,NA,NA,NA,NA,NA,1.9309,4.5057,NA,NA,NA,NA,NA,4.2387,4.0223,NA,NA,NA,NA,NA,NA,3.769,NA,NA,3.8621,NA,3.9183,NA,NA,NA,NA,NA
55100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0503,NA,NA,NA,4.4297,NA,NA,NA,3.5225,NA,NA,3.2842,NA,NA,NA,3.746,3.4981,NA,NA,NA,NA,3.7978,NA,NA,NA,NA,NA,NA,NA,NA,3.9687,3.9845,3.5756,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0259,3.9543,NA,NA,NA,NA,NA,NA,NA,1.9308,4.5056,NA,NA,NA,NA,NA,4.2386,4.0223,NA,NA,NA,NA,NA,NA,3.769,NA,NA,3.8621,NA,3.9183,NA,NA,NA,NA,NA
55200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0503,NA,NA,NA,4.4297,NA,NA,NA,3.5224,NA,NA,3.2842,NA,NA,NA,3.7461,3.4981,NA,NA,NA,NA,3.7978,NA,NA,NA,NA,NA,NA,NA,NA,3.9687,3.9845,3.5756,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0259,3.9543,NA,NA,NA,NA,NA,NA,NA,1.9309,4.5056,NA,NA,NA,NA,NA,4.2386,4.0223,NA,NA,NA,NA,NA,NA,3.769,NA,NA,3.8621,NA,3.9184,NA,NA,NA,NA,NA
55300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0503,NA,NA,NA,4.4297,NA,NA,NA,3.5224,NA,NA,3.2842,NA,NA,NA,3.7461,3.4981,NA,NA,NA,NA,3.7978,NA,NA,NA,NA,NA,NA,NA,NA,3.9686,3.9845,3.5756,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0259,3.9542,NA,NA,NA,NA,NA,NA,NA,1.9308,4.5056,NA,NA,NA,NA,NA,4.2387,4.0223,NA,NA,NA,NA,NA,NA,3.769,NA,NA,3.8621,NA,3.9184,NA,NA,NA,NA,NA
55336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0504,NA,NA,NA,4.4297,NA,NA,NA,3.5224,NA,NA,3.2843,NA,NA,NA,3.7462,3.4981,NA,NA,NA,NA,3.7979,NA,NA,NA,NA,NA,NA,NA,NA,3.9686,3.9845,3.5756,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.026,3.9542,NA,NA,NA,NA,NA,NA,NA,1.9308,4.5056,NA,NA,NA,NA,NA,4.2387,4.0223,NA,NA,NA,NA,NA,NA,3.769,NA,NA,3.8621,NA,3.9184,NA,NA,NA,NA,NA
55400,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0504,NA,NA,NA,4.4297,NA,NA,NA,3.5224,NA,NA,3.2843,NA,NA,NA,3.7462,3.4981,NA,NA,NA,NA,3.7979,NA,NA,NA,NA,NA,NA,NA,NA,3.9686,3.9845,3.5757,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.026,3.9543,NA,NA,NA,NA,NA,NA,NA,1.9309,4.5056,NA,NA,NA,NA,NA,4.2387,4.0223,NA,NA,NA,NA,NA,NA,3.769,NA,NA,3.8621,NA,3.9184,NA,NA,NA,NA,NA
55500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0504,NA,NA,NA,4.4297,NA,NA,NA,NA,NA,NA,3.2843,NA,NA,NA,3.7462,3.498,NA,NA,NA,NA,3.7979,NA,NA,NA,NA,NA,NA,NA,NA,3.9686,3.9844,3.5757,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0259,3.9543,NA,NA,NA,NA,NA,NA,NA,1.9308,4.5057,NA,NA,NA,NA,NA,4.2387,4.0223,NA,NA,NA,NA,NA,NA,3.7691,NA,NA,3.8622,NA,3.9183,NA,NA,NA,NA,NA
55600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0504,NA,NA,NA,4.4297,NA,NA,NA,NA,NA,NA,3.2843,NA,NA,NA,3.7462,3.4981,NA,NA,NA,NA,3.7979,NA,NA,NA,NA,NA,NA,NA,NA,3.9686,3.9845,3.5757,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0259,3.9543,NA,NA,NA,NA,NA,NA,NA,1.9308,4.5057,NA,NA,NA,NA,NA,4.2387,4.0224,NA,NA,NA,NA,NA,NA,3.769,NA,NA,3.8622,NA,3.9183,NA,NA,NA,NA,NA
55700,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0504,NA,NA,NA,4.4298,NA,NA,NA,NA,NA,NA,3.2843,NA,NA,NA,3.7462,3.4981,NA,NA,NA,NA,3.7978,NA,NA,NA,NA,NA,NA,NA,NA,3.9686,3.9845,3.5758,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.026,3.9543,NA,NA,NA,NA,NA,NA,NA,1.9308,4.5057,NA,NA,NA,NA,NA,4.2387,4.0224,NA,NA,NA,NA,NA,NA,3.769,NA,NA,3.8622,NA,3.9183,NA,NA,NA,NA,NA
55799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0504,NA,NA,NA,4.4298,NA,NA,NA,NA,NA,NA,3.2844,NA,NA,NA,3.7462,3.4981,NA,NA,NA,NA,3.7979,NA,NA,NA,NA,NA,NA,NA,NA,3.9686,3.9844,3.5758,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.026,3.9543,NA,NA,NA,NA,NA,NA,NA,1.9309,4.5057,NA,NA,NA,NA,NA,4.2388,4.0223,NA,NA,NA,NA,NA,NA,3.769,NA,NA,3.8622,NA,3.9183,NA,NA,NA,NA,NA
55800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0504,NA,NA,NA,4.4298,NA,NA,NA,NA,NA,NA,3.2844,NA,NA,NA,3.7462,3.4981,NA,NA,NA,NA,3.7979,NA,NA,NA,NA,NA,NA,NA,NA,3.9686,3.9844,3.5758,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0869,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.026,3.9543,NA,NA,NA,NA,NA,NA,NA,1.9309,4.5057,NA,NA,NA,NA,NA,4.2388,4.0223,NA,NA,NA,NA,NA,NA,3.769,NA,NA,3.8622,NA,3.9183,NA,NA,NA,NA,NA
55900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0504,NA,NA,NA,4.4298,NA,NA,NA,NA,NA,NA,3.2844,NA,NA,NA,3.7462,3.4981,NA,NA,NA,NA,3.7979,NA,NA,NA,NA,NA,NA,NA,NA,3.9687,3.9844,3.5758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.026,3.9543,NA,NA,NA,NA,NA,NA,NA,1.9309,4.5057,NA,NA,NA,NA,NA,4.2388,4.0223,NA,NA,NA,NA,NA,NA,3.769,NA,NA,3.8622,NA,3.9183,NA,NA,NA,NA,NA
55962,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0505,NA,NA,NA,4.4298,NA,NA,NA,NA,NA,NA,3.2844,NA,NA,NA,3.7461,3.4981,NA,NA,NA,NA,3.7979,NA,NA,NA,NA,NA,NA,NA,NA,3.9687,3.9845,3.5758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.026,3.9543,NA,NA,NA,NA,NA,NA,NA,1.9309,4.5057,NA,NA,NA,NA,NA,4.2388,4.0224,NA,NA,NA,NA,NA,NA,3.7691,NA,NA,3.8622,NA,3.9182,NA,NA,NA,NA,NA
55999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0505,NA,NA,NA,4.4297,NA,NA,NA,NA,NA,NA,3.2843,NA,NA,NA,3.7462,3.4981,NA,NA,NA,NA,3.7979,NA,NA,NA,NA,NA,NA,NA,NA,3.9687,3.9845,3.5758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.026,3.9543,NA,NA,NA,NA,NA,NA,NA,1.9309,4.5057,NA,NA,NA,NA,NA,4.2388,4.0224,NA,NA,NA,NA,NA,NA,3.7691,NA,NA,3.8622,NA,3.9182,NA,NA,NA,NA,NA
56000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0505,NA,NA,NA,4.4297,NA,NA,NA,NA,NA,NA,3.2843,NA,NA,NA,3.7462,3.4981,NA,NA,NA,NA,3.7979,NA,NA,NA,NA,NA,NA,NA,NA,3.9687,3.9845,3.5758,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9543,NA,NA,NA,NA,NA,NA,NA,1.9309,4.5057,NA,NA,NA,NA,NA,4.2388,4.0224,NA,NA,NA,NA,NA,NA,3.7691,NA,NA,3.8622,NA,3.9182,NA,NA,NA,NA,NA
