num sample rows,DGN16SxfsMCaB_20_109,DGN16SxfsMAaA_17_112,DGN16SxfsMAaA_12_122,WHYD200513783_A,DGN16SuooMAaA_7_113,DGN16SxfsMAaA_13_114,DGN16SxfsMAaA_18_115,GXJ0103_C6,GXJ0103_C8D15,DGN16SxfsMAaA_12_117,DGN16SxfsMAaA_16_119,DGN16SxfsMCaB_21_109,DGN16SxfsMCaB_22_109,YZR0106_C2,YZR0106_C4,ZJD0111_JX,ZJD0111_C4uiPD,YZY0112_C2D15,Rego006,WHYD200513792_A,DGN16SuooMAaA_3_120,Rego010,FQT0113_JX,FQT0113_C2D15,DGN16SuooMAaA_4_115,HSR0114_JX,HAH0115_JX,Rego015,Rego016,CGH0116_JX,CGH0116_C2D1,DGN16SuooMAaA_3_115,WHYD200513785_A,WHYD200513797_A,WHYD200513812_A,DGN16SuooMAaA_9_116,WHYD200716230_A,Rego019,ZXL0117_JX,Rego020,SZL0119_JX,DGN16SuooMAaA_8_115,WHYD200716245_A,Rego023,HM0120_JX,Rego025,CWZ0121_JX,CWZ0121_PD,SLM0122_JX,WHYD200513799_A,WHYD20082037_A,WHYD200716229_A,WHYD20082062_A,WHYD200716254_A,LGZ0123_JX,Rego030,FW0124_JX,Rego032,WHYD200513772_A,YMS0125_JX,Rego035,TWH0126_JX,Rego042,Rego041,LJK0127_JX,SJH0128_JX,Rego046,FMS0129_JX,Rego045,DGN16SuooMAaA_1_113,WHYD200513577_A,WY0132_JX,LWM0133_JX,LMS0134_JX,CKH0135_JX,Rego054,WHYD200513795_A,DGN16SuooMAaA_1_115,WHYD200513813_A,PXX0136_JX,Rego061,Rego064,YGF0137_JX,JFQ0138_JX,Rego063,WHYD200513798_A,DGN16SuooMAaA_2_115,WHYD200513822_A,WHYD200513800_A,Rego069,DGN16SuooMAaA_5_116,Rego049,DGN16SuooMAaA_1_112,DGN16SuooMAaA_2_116,Rego083,WHYD200513765_A,DGN16SuooMAaA_4_112,WHYD200513815_A,DGN16SuooMAaA_2_113,WHYD200513773_A,DGN16SuooMAaA_1_116,WHYD200513784_A,WHYD200513786_A,DGN16SuooMAaA_9_112,WHYD200513802_A,DGN16SuooMAaA_7_115,WHYD200513791_A,GZL0140_JX,Rego071,WHYD200513766_A,DGN16SxfsMCaB_19_109
2400,2.8417,2.363,3.3506,3.6481,4.0206,3.7854,3.358,2.5828,4.2936,3.3783,3.7176,2.9011,2.2893,1.5694,3.0126,2.5165,3.414,3.1988,4.0675,2.9929,3.9759,4.183,2.2566,2.7664,4.3447,4.2983,3.6628,3.6074,3.453,3.8105,3.736,3.186,3.8217,3.7652,3.7442,3.6726,3.4461,4.5452,3.3944,4.2881,2.9212,3.7159,2.7946,4.1671,3.4755,4.024,3.1421,3.6373,2.7125,3.223,3.9001,3.9033,3.514,3.7806,4.2661,3.1621,3.6225,4.2413,3.8014,3.5949,3.9943,2.5269,3.0321,2.0011,2.1203,3.8251,3.5863,2.8904,4.2498,3.9831,3.4506,3.3344,3.999,3.9278,2.6705,4.0078,1.9908,3.8852,1.7217,3.4851,4.1833,3.5279,3.4675,3.1066,3.5496,1.8987,4.4145,2.3427,3.3777,3.3712,4.3389,2.6936,4.1533,3.9505,4.2793,3.7008,4.3529,3.5832,4.1962,2.8934,3.6829,3.4201,4.2404,3.788,4.0719,3.8457,3.106,2.9751,3.955,2.6679,3.3815
2500,2.8434,2.365,3.3532,3.6516,4.0232,3.7873,3.3604,2.5853,4.298,3.3806,3.7199,2.9022,2.2901,1.5707,3.0137,2.5198,3.4151,3.2005,4.0721,2.9944,3.9792,4.1858,2.2571,2.7666,4.348,4.3014,3.6643,3.6101,3.4552,3.8136,3.7379,3.1899,3.8236,3.7675,3.7471,3.6752,3.4477,4.5486,3.3982,4.291,2.9228,3.7182,2.7959,4.1705,3.4768,4.0254,3.1419,3.6402,2.7138,3.2242,3.9018,3.9052,3.5155,3.7839,4.2686,3.1638,3.6257,4.2452,3.8041,3.5975,3.9966,2.5292,3.0346,2.0014,2.1229,3.8266,3.5889,2.8937,4.2525,3.9851,3.4518,3.3366,4.0008,3.9311,2.6721,4.0104,1.993,3.8886,1.7215,3.4872,4.1867,3.5315,3.4701,3.1086,3.5512,1.8983,4.4179,2.3442,3.3801,3.3736,4.3424,2.6947,4.1563,3.9535,4.2821,3.705,4.356,3.586,4.1995,2.8948,3.6858,3.4224,4.2452,3.7904,4.0746,3.8485,3.1079,2.9751,3.9574,2.6689,3.3839
2600,2.8453,2.3661,3.3553,3.6543,4.0259,3.7899,3.3632,2.5886,4.302,3.3837,3.7229,2.9036,2.2911,1.5717,3.0143,2.5217,3.4166,3.2001,4.0728,2.9944,3.9825,4.1887,2.2579,2.7684,4.3503,4.3036,3.6664,3.6114,3.4571,3.815,3.7404,3.1924,3.8256,3.769,3.7497,3.6773,3.4491,4.5512,3.4015,4.2941,2.9244,3.7209,2.7964,4.1738,3.4784,4.0282,3.1444,3.6432,2.7162,3.2254,3.9032,3.9072,3.5179,3.7862,4.2716,3.1643,3.6275,4.2486,3.8063,3.6014,3.9997,2.5294,3.0379,2.0034,2.1255,3.8287,3.5922,2.8953,4.2549,3.9878,3.4538,3.3391,4.0046,3.9341,2.6746,4.0145,1.9945,3.8902,1.7223,3.489,4.1891,3.5336,3.4718,3.1096,3.5531,1.8991,4.4205,2.3456,3.3803,3.3751,4.3462,2.6957,4.1594,3.9562,4.2847,3.7073,4.3592,3.5874,4.2019,2.8964,3.6883,3.4246,4.2479,3.792,4.0758,3.8511,3.1102,2.9765,3.9593,2.6695,3.3847
2700,2.8479,2.3687,3.3576,3.6568,4.0277,3.7925,3.3646,2.5924,4.3052,3.3871,3.7243,2.9039,2.2928,1.5713,3.0162,2.5227,3.4187,3.2014,4.0757,2.9957,3.9857,4.1904,2.2582,2.7693,4.3521,4.3061,3.6676,3.6157,3.4587,3.8161,3.7433,3.1945,3.8274,3.7723,3.7528,3.6792,3.4508,4.5533,3.4028,4.2958,2.924,3.7239,2.7966,4.1759,3.4796,4.0305,3.1455,3.6455,2.7182,3.2269,3.9046,3.9103,3.5195,3.7891,4.2743,3.1655,3.6291,4.2513,3.8083,3.6029,4.0017,2.5316,3.0382,2.0053,2.1276,3.8328,3.5944,2.8956,4.2573,3.99,3.4541,3.3405,4.0076,3.9363,2.6752,4.0171,1.9958,3.8934,1.7231,3.4907,4.1915,3.5343,3.4739,3.1108,3.5562,1.8992,4.4228,2.3473,3.3814,3.3771,4.3473,2.6964,4.1618,3.9585,4.287,3.7092,4.3614,3.5891,4.2043,2.8971,3.692,3.4276,4.251,3.794,4.0784,3.8537,3.1113,2.9769,3.9608,2.6706,3.3872
2800,2.8497,2.3713,3.3598,3.6583,4.0293,3.7938,3.3661,2.5949,4.3086,3.3892,3.7259,2.9047,2.2935,1.5717,3.0167,2.5243,3.4203,3.2032,4.0777,2.9973,3.988,4.1928,2.2608,2.771,4.3545,4.3097,3.6688,3.6178,3.4604,3.8187,3.7454,3.1977,3.83,3.7733,3.7547,3.6809,3.4521,4.5566,3.4045,4.2985,2.9246,3.726,2.7972,4.1787,3.48,4.0334,3.1467,3.6466,2.7173,3.2281,3.907,3.9126,3.5203,3.7912,4.2769,3.1673,3.6312,4.2533,3.8104,3.6053,4.0046,2.5325,3.0402,2.0064,2.1293,3.8347,3.5964,2.8958,4.2588,3.9914,3.4557,3.342,4.0101,3.9386,2.6759,4.0194,1.9975,3.8951,1.7241,3.4917,4.1937,3.5361,3.4751,3.1112,3.5579,1.8995,4.4259,2.3482,3.3833,3.3781,4.3498,2.6962,4.1642,3.9598,4.2892,3.7118,4.3636,3.5908,4.2066,2.8983,3.6948,3.4292,4.2531,3.7959,4.0804,3.8562,3.1131,2.9778,3.9633,2.6724,3.3887
2900,2.8506,2.3733,3.3626,3.66,4.0312,3.7979,3.3683,2.5988,4.311,3.3903,3.7279,2.9055,2.2935,1.5727,3.0175,2.5264,3.4218,3.2049,4.0795,2.9979,3.9898,4.1955,2.263,2.7722,4.3563,4.3115,3.6714,3.6205,3.4618,3.8197,3.7476,3.1999,3.8316,3.7751,3.7553,3.6833,3.453,4.5591,3.4064,4.3004,2.9258,3.7271,2.7993,4.1806,3.481,4.0351,3.148,3.6485,2.7188,3.2291,3.9091,3.9136,3.5223,3.7921,4.2786,3.1687,3.6336,4.2557,3.8115,3.6067,4.0066,2.5343,3.041,2.0067,2.1301,3.8362,3.5991,2.8968,4.2601,3.9945,3.4581,3.344,4.0129,3.9403,2.6773,4.0213,1.998,3.8964,1.7244,3.4929,4.1961,3.5381,3.4762,3.1126,3.5595,1.8996,4.4282,2.3503,3.3846,3.3795,4.3528,2.6982,4.1663,3.9614,4.2915,3.7145,4.365,3.5943,4.2084,2.8993,3.6974,3.432,4.2563,3.7978,4.0828,3.8581,3.1154,2.9776,3.9659,2.674,3.3913
3000,2.8515,2.3736,3.3639,3.6613,4.0339,3.7991,3.3714,2.6022,4.3127,3.392,3.7294,2.9058,2.2935,1.5725,3.0182,2.5285,3.4231,3.2058,4.0822,2.998,3.9915,4.1974,2.2633,2.7725,4.3579,4.3141,3.6726,3.6227,3.4643,3.8209,3.7488,3.2031,3.833,3.7766,3.7574,3.6842,3.4547,4.5616,3.4083,4.3024,2.9269,3.7289,2.8009,4.183,3.4824,4.0374,3.1492,3.6492,2.7204,3.2298,3.9104,3.9158,3.5236,3.7946,4.2805,3.1696,3.636,4.257,3.8134,3.6092,4.0087,2.5345,3.0423,2.0074,2.1317,3.8377,3.6012,2.8991,4.2613,3.9965,3.4592,3.3462,4.0143,3.9422,2.6778,4.0228,1.9995,3.8974,1.7251,3.4945,4.1982,3.54,3.4781,3.113,3.5614,1.8994,4.4301,2.3512,3.3864,3.3816,4.3554,2.6998,4.1684,3.9628,4.2945,3.7156,4.3676,3.5969,4.2099,2.9,3.7003,3.4334,4.2585,3.7999,4.0857,3.8604,3.1157,2.9787,3.9681,2.6741,3.393
3100,2.8519,2.3753,3.3655,3.6629,4.0348,3.801,3.3736,2.6036,4.3148,3.3939,3.7305,2.9052,2.294,1.5725,3.0193,2.53,3.4244,3.207,4.0849,2.9988,3.9927,4.1988,2.2632,2.7735,4.3601,4.3165,3.675,3.6248,3.4657,3.8224,3.75,3.2047,3.835,3.7781,3.7587,3.6873,3.4558,4.5642,3.4096,4.3037,2.9271,3.7314,2.8018,4.1851,3.4831,4.0387,3.1509,3.6503,2.7211,3.2305,3.9116,3.9183,3.5247,3.7952,4.2819,3.1718,3.6372,4.2588,3.8141,3.6117,4.0106,2.5357,3.0426,2.0091,2.1314,3.8386,3.6033,2.9005,4.2626,3.9976,3.4613,3.3468,4.0164,3.9438,2.6786,4.0242,2,3.8987,1.7258,3.496,4.2004,3.5403,3.4784,3.1142,3.5637,1.8992,4.4322,2.3508,3.3874,3.3828,4.3563,2.701,4.1701,3.9646,4.2963,3.7176,4.37,3.599,4.2114,2.9006,3.7011,3.434,4.2608,3.8018,4.0878,3.8624,3.1173,2.9785,3.9694,2.6756,3.3944
3200,2.8543,2.3757,3.3678,3.6642,4.037,3.8042,3.3749,2.6052,4.3172,3.3947,3.7314,2.9065,2.2939,1.5727,3.0206,2.5315,3.4258,3.2086,4.0867,2.9997,3.9935,4.2006,2.2643,2.7749,4.3621,4.3193,3.6767,3.6264,3.4675,3.8235,3.752,3.2062,3.8362,3.7788,3.7601,3.6886,3.4572,4.5665,3.4123,4.3054,2.9281,3.7334,2.8025,4.187,3.4842,4.0403,3.1522,3.6508,2.7222,3.2312,3.9131,3.921,3.5266,3.7962,4.2834,3.1733,3.6394,4.2616,3.8156,3.6132,4.0129,2.5364,3.0444,2.0105,2.1327,3.8403,3.604,2.9009,4.2645,3.9998,3.4628,3.3478,4.0189,3.9463,2.6798,4.0256,2.0006,3.9003,1.7261,3.4967,4.2017,3.5414,3.4794,3.1146,3.5645,1.9006,4.4342,2.3526,3.3881,3.3833,4.3583,2.7016,4.1721,3.9658,4.2979,3.7192,4.3725,3.6002,4.2133,2.9011,3.7029,3.4353,4.2627,3.8031,4.0904,3.8633,3.1178,2.9788,3.9706,2.6766,3.3957
3300,2.8554,2.3758,3.3707,3.6661,4.0388,3.8066,3.3764,2.6078,4.3195,3.3963,3.7325,2.9069,2.2937,1.5734,3.0211,2.5324,3.427,3.2094,4.0889,3.0005,3.9947,4.2015,2.2659,2.7754,4.3644,4.3214,3.6779,3.628,3.4701,3.8246,3.7526,3.2074,3.8376,3.7796,3.7606,3.6896,3.4586,4.5681,3.4136,4.3081,2.9291,3.7348,2.8029,4.189,3.4842,4.0415,3.1532,3.652,2.7241,3.232,3.9143,3.9224,3.5283,3.7992,4.2849,3.1744,3.6413,4.2628,3.8164,3.6146,4.0137,2.537,3.0447,2.0122,2.1341,3.8427,3.6055,2.9026,4.2664,4.0018,3.4639,3.3491,4.0199,3.9485,2.6801,4.0277,2.0014,3.9013,1.7273,3.4978,4.2032,3.5433,3.48,3.1154,3.566,1.9012,4.4362,2.3532,3.3887,3.3845,4.36,2.7029,4.1743,3.9674,4.2996,3.7204,4.3755,3.6009,4.2153,2.902,3.7052,3.4372,4.2646,3.8042,4.0922,3.865,3.1192,2.9795,3.9716,2.6782,3.3974
3400,2.856,2.3767,3.3713,3.6673,4.0406,3.8083,3.377,2.6097,4.3214,3.3969,3.7331,2.9072,2.2953,1.5734,3.0215,2.5333,3.428,3.2094,4.0909,3.0007,3.9964,4.2028,2.2665,2.7755,4.3664,4.3233,3.6786,3.6296,3.4709,3.827,3.7553,3.2096,3.8395,3.781,3.7621,3.6906,3.4593,4.5695,3.4158,4.3096,2.929,3.7367,2.8033,4.1903,3.4855,4.0431,3.1544,3.6533,2.7241,3.2318,3.9161,3.924,3.5302,3.8012,4.2868,3.1745,3.6424,4.2649,3.8179,3.6154,4.0159,2.5387,3.0462,2.0138,2.1343,3.8437,3.6073,2.9036,4.2685,4.0033,3.4657,3.3506,4.0224,3.9497,2.6817,4.0292,2.0028,3.9024,1.7282,3.4995,4.2057,3.5451,3.4808,3.1174,3.5675,1.9023,4.4379,2.3535,3.3899,3.3856,4.3621,2.7047,4.1753,3.9682,4.3017,3.7224,4.3783,3.6021,4.217,2.9028,3.7071,3.4377,4.2655,3.806,4.0947,3.8666,3.1214,2.9805,3.9734,2.6791,3.3987
3500,2.8562,2.3771,3.3721,3.6682,4.042,3.8108,3.3784,2.6105,4.3247,3.3986,3.7348,2.9078,2.2967,1.5735,3.0222,2.5332,3.4298,3.2104,4.0922,3.0014,3.9971,4.2042,2.2674,2.7765,4.3675,4.3247,3.6799,3.6319,3.4719,3.8285,3.7575,3.2114,3.841,3.7832,3.7636,3.6923,3.46,4.5708,3.4172,4.3118,2.9293,3.7376,2.8034,4.1914,3.4872,4.0441,3.1555,3.6547,2.7253,3.2331,3.9168,3.9241,3.5318,3.8022,4.2884,3.1752,3.6435,4.2657,3.819,3.6172,4.0176,2.539,3.0466,2.0142,2.1351,3.8448,3.6083,2.9037,4.2704,4.0042,3.4675,3.352,4.0232,3.9509,2.6829,4.0306,2.0042,3.9034,1.729,3.5011,4.2077,3.5463,3.4812,3.1188,3.5689,1.9028,4.4395,2.3549,3.3906,3.3869,4.3634,2.7057,4.1773,3.9694,4.3032,3.7241,4.3803,3.6042,4.2194,2.904,3.7091,3.4392,4.2677,3.807,4.096,3.8674,3.1215,2.9816,3.9745,2.6795,3.4008
3600,2.8576,2.3775,3.3729,3.6693,4.0429,3.8117,3.38,2.6131,4.3267,3.3996,3.7371,2.9086,2.297,1.5739,3.0232,2.535,3.4312,3.2113,4.0937,3.0023,3.9981,4.2062,2.2687,2.7774,4.369,4.3265,3.6809,3.6332,3.4733,3.8295,3.7586,3.2126,3.842,3.7847,3.7652,3.6938,3.4612,4.572,3.4182,4.3131,2.9296,3.7386,2.8036,4.1927,3.4878,4.0462,3.1567,3.6555,2.7265,3.234,3.9182,3.926,3.5329,3.8037,4.2903,3.1761,3.6442,4.2664,3.8205,3.6189,4.019,2.5403,3.0465,2.0166,2.1363,3.8464,3.6091,2.9045,4.2708,4.0056,3.4689,3.3525,4.0259,3.9526,2.6835,4.0317,2.005,3.9043,1.7298,3.5017,4.2093,3.5475,3.4818,3.1196,3.5706,1.9038,4.4411,2.3554,3.3911,3.3892,4.3643,2.7063,4.1786,3.9707,4.3048,3.7252,4.382,3.6054,4.2224,2.9057,3.7109,3.4392,4.2705,3.8088,4.0973,3.8688,3.1222,2.9826,3.9755,2.68,3.4019
3700,2.8589,2.3778,3.3741,3.6705,4.0451,3.8136,3.3815,2.6156,4.3278,3.4014,3.7389,2.9097,2.298,1.5744,3.0242,2.5348,3.4317,3.2126,4.0946,3.0032,3.9996,4.2071,2.2696,2.7786,4.3708,4.3279,3.6818,3.6346,3.4739,3.8311,3.7604,3.2134,3.8436,3.7859,3.7663,3.6956,3.4626,4.5738,3.4196,4.3152,2.9305,3.7402,2.8038,4.1941,3.4891,4.0477,3.1583,3.6563,2.7274,3.235,3.9197,3.9273,3.5337,3.8052,4.2921,3.1774,3.6458,4.2672,3.8216,3.6208,4.0212,2.5407,3.0479,2.0159,2.1367,3.8472,3.6105,2.9068,4.2718,4.0069,3.4695,3.3532,4.0271,3.9543,2.6838,4.033,2.0058,3.9056,1.7301,3.5032,4.2107,3.5484,3.4827,3.121,3.5728,1.9042,4.4421,2.3573,3.3917,3.3902,4.3663,2.7077,4.1796,3.9717,4.3059,3.7267,4.3834,3.6068,4.2244,2.9056,3.7114,3.4404,4.2722,3.8097,4.0987,3.8698,3.1232,2.9837,3.9771,2.6809,3.4032
3800,2.8601,2.3784,3.3753,3.6717,4.0454,3.8158,3.3816,2.6164,4.33,3.4038,3.7413,2.9104,2.2981,1.5744,3.0256,2.5345,3.433,3.2146,4.096,3.0041,4.0014,4.2086,2.2692,2.7793,4.3718,4.3291,3.6824,3.6358,3.4755,3.8319,3.7613,3.2154,3.8451,3.7871,3.7669,3.697,3.4631,4.575,3.4199,4.3164,2.9308,3.741,2.8042,4.1957,3.4903,4.0485,3.1594,3.6574,2.7284,3.2361,3.9209,3.9288,3.5351,3.8064,4.293,3.1771,3.6471,4.2685,3.8232,3.621,4.0232,2.5411,3.0488,2.0175,2.138,3.8489,3.6119,2.9076,4.2726,4.0077,3.4718,3.3541,4.0289,3.9556,2.6846,4.0337,2.0068,3.9069,1.7313,3.5042,4.2128,3.5499,3.4834,3.122,3.5744,1.9055,4.4432,2.3587,3.3925,3.3918,4.3674,2.709,4.1809,3.973,4.3067,3.7276,4.3855,3.6078,4.2258,2.9063,3.7124,3.4415,4.2743,3.8112,4.1006,3.8712,3.1248,2.9839,3.9785,2.6819,3.4038
3900,2.8612,2.3785,3.3764,3.6722,4.0469,3.8176,3.382,2.6182,4.3311,3.4044,3.742,2.9112,2.2984,1.5747,3.0263,2.5355,3.4336,3.2152,4.0972,3.0048,4.0025,4.2103,2.27,2.7798,4.3731,4.3303,3.6834,3.6366,3.4773,3.833,3.7621,3.2165,3.8463,3.789,3.7681,3.6988,3.4641,4.5759,3.4207,4.3184,2.9304,3.7429,2.805,4.1969,3.4914,4.049,3.1601,3.6589,2.7309,3.2363,3.9218,3.9306,3.5356,3.8079,4.2945,3.1772,3.6478,4.2698,3.8244,3.6227,4.0238,2.5422,3.0494,2.0184,2.1398,3.8498,3.613,2.9086,4.2732,4.0088,3.4732,3.3547,4.0308,3.9574,2.685,4.0348,2.0073,3.908,1.7319,3.5052,4.2142,3.5521,3.4847,3.1225,3.5752,1.9063,4.4447,2.3598,3.3932,3.3926,4.3689,2.7099,4.1823,3.9744,4.3084,3.7287,4.3872,3.6098,4.227,2.9068,3.7134,3.4424,4.2761,3.8129,4.102,3.8728,3.1258,2.9849,3.98,2.6824,3.4049
4000,2.8628,2.38,3.3782,3.6734,4.0477,3.8196,3.3831,2.6183,4.3326,3.4061,3.7424,2.9125,2.2989,1.5754,3.0265,2.5367,3.435,3.2164,4.0983,3.005,4.0038,4.2113,2.271,2.7802,4.3744,4.3315,3.6837,3.6374,3.4779,3.8354,3.7632,3.2185,3.8468,3.7908,3.7695,3.7001,3.4651,4.5772,3.4216,4.3201,2.9309,3.7447,2.8055,4.1981,3.4924,4.0504,3.1604,3.6594,2.7317,3.2377,3.9235,3.9322,3.537,3.8086,4.2954,3.1777,3.6489,4.2705,3.8254,3.6246,4.0245,2.5436,3.0511,2.0195,2.1414,3.8513,3.6138,2.9094,4.2748,4.0099,3.4733,3.3557,4.0318,3.9592,2.6863,4.0359,2.0078,3.9093,1.7321,3.5058,4.2153,3.5534,3.486,3.1235,3.5766,1.9071,4.4459,2.36,3.3936,3.3936,4.3702,2.71,4.1831,3.9755,4.3099,3.731,4.389,3.6108,4.2281,2.9076,3.7137,3.4438,4.277,3.8138,4.1034,3.8742,3.1272,2.9851,3.981,2.6833,3.4067
4100,2.8625,2.3798,3.3792,3.6735,4.0488,3.8206,3.3835,2.6197,4.3338,3.4068,3.7433,2.9124,2.2989,1.5753,3.0267,2.5363,3.4362,3.2161,4.1,3.0057,4.0049,4.2125,2.2715,2.7798,4.3752,4.3321,3.6846,3.6391,3.479,3.8363,3.7638,3.2189,3.8476,3.7922,3.7698,3.7008,3.4657,4.5784,3.4222,4.3215,2.9322,3.7459,2.8055,4.1995,3.4934,4.0512,3.1613,3.66,2.7318,3.2392,3.9246,3.9337,3.5373,3.8093,4.2964,3.1784,3.6503,4.2723,3.8268,3.6262,4.026,2.5441,3.0519,2.0201,2.1418,3.8523,3.6151,2.9098,4.2754,4.0116,3.4747,3.3568,4.0333,3.9595,2.6865,4.0373,2.0098,3.9101,1.733,3.5067,4.2164,3.5554,3.4864,3.124,3.5777,1.9076,4.4469,2.3615,3.3943,3.3939,4.371,2.7113,4.1839,3.9763,4.3115,3.7325,4.3897,3.6115,4.2298,2.9084,3.7147,3.4443,4.2787,3.8142,4.1043,3.8754,3.1282,2.9852,3.982,2.6845,3.4085
4200,2.863,2.3809,3.3801,3.6745,4.0496,3.8214,3.385,2.6219,4.3353,3.407,3.7443,2.9121,2.2994,1.5758,3.0276,2.5373,3.4375,3.2164,4.101,3.006,4.0055,4.2137,2.2723,2.78,4.3763,4.3334,3.6855,3.6399,3.4801,3.8371,3.7654,3.2204,3.8486,3.7928,3.7705,3.7022,3.4667,4.5802,3.4233,4.3226,2.9332,3.7472,2.8058,4.2002,3.4947,4.0526,3.1624,3.6604,2.7329,3.2404,3.9252,3.9354,3.5379,3.8103,4.2983,3.1789,3.6514,4.2738,3.8271,3.6277,4.0268,2.545,3.0523,2.0217,2.1418,3.8536,3.6158,2.9111,4.2765,4.0128,3.4758,3.3571,4.035,3.9602,2.6867,4.0389,2.0102,3.9106,1.7333,3.5073,4.2173,3.556,3.4869,3.1244,3.5789,1.9079,4.4488,2.3614,3.3951,3.3947,4.3713,2.7122,4.185,3.9767,4.3126,3.7343,4.3906,3.613,4.232,2.9089,3.7153,3.4463,4.2798,3.8152,4.105,3.8756,3.1299,2.9853,3.9831,2.6851,3.4092
4300,2.8631,2.382,3.3807,3.6759,4.0509,3.8228,3.3865,2.6235,4.3369,3.408,3.7454,2.9126,2.2998,1.5761,3.0281,2.5376,3.438,3.2173,4.102,3.0063,4.0063,4.215,2.2734,2.7797,4.3774,4.3346,3.6868,3.64,3.4807,3.8388,3.7662,3.2224,3.8492,3.7944,3.7713,3.7023,3.4675,4.5814,3.424,4.3233,2.9327,3.7477,2.8063,4.2013,3.4954,4.0537,3.1625,3.6614,2.7334,3.241,3.9256,3.9371,3.5379,3.8113,4.2996,3.1787,3.6525,4.2755,3.8283,3.629,4.0277,2.5453,3.0531,2.0221,2.1428,3.8547,3.6162,2.9121,4.2774,4.0136,3.4756,3.3585,4.0362,3.9615,2.6873,4.0396,2.0096,3.9112,1.7338,3.5084,4.2181,3.5567,3.4869,3.1254,3.5798,1.9085,4.4499,2.3622,3.3955,3.3956,4.3729,2.713,4.1857,3.9772,4.3141,3.7358,4.3916,3.6137,4.2328,2.9098,3.7169,3.4468,4.281,3.8158,4.1059,3.8768,3.1312,2.9854,3.9847,2.686,3.4103
4400,2.8639,2.3823,3.3831,3.6777,4.0521,3.824,3.3875,2.6238,4.3388,3.4087,3.746,2.9123,2.2998,1.5765,3.029,2.5383,3.4384,3.2176,4.1033,3.0074,4.0071,4.2163,2.2738,2.78,4.3782,4.3354,3.6875,3.6415,3.482,3.8399,3.7678,3.2243,3.8505,3.7956,3.7717,3.7024,3.4678,4.5823,3.4255,4.3238,2.9331,3.749,2.8067,4.2024,3.4955,4.0554,3.163,3.6623,2.7347,3.2418,3.9271,3.938,3.5384,3.8125,4.3005,3.1786,3.6541,4.277,3.8298,3.6295,4.029,2.5459,3.0535,2.0226,2.1431,3.8561,3.6166,2.9135,4.2783,4.0145,3.4763,3.3594,4.0373,3.962,2.6889,4.0404,2.0091,3.9121,1.7348,3.5085,4.2191,3.5582,3.4877,3.1258,3.581,1.908,4.4512,2.3633,3.3959,3.3961,4.3743,2.714,4.1866,3.9783,4.3154,3.7371,4.393,3.6139,4.2342,2.9107,3.7177,3.4471,4.2825,3.817,4.1064,3.8772,3.131,2.9858,3.9863,2.6864,3.4111
4500,2.8645,2.3832,3.3843,3.6788,4.053,3.8242,3.3882,2.6248,4.3401,3.4091,3.7465,2.9128,2.2998,1.576,3.0296,2.5386,3.4389,3.219,4.104,3.0076,4.0084,4.217,2.2738,2.7805,4.3792,4.3369,3.6886,3.6424,3.4832,3.8406,3.7695,3.2253,3.8516,3.7972,3.7721,3.7036,3.4683,4.5834,3.4267,4.3255,2.9338,3.7504,2.8076,4.2032,3.4963,4.0567,3.1639,3.6629,2.7347,3.2429,3.9283,3.9384,3.539,3.8137,4.3012,3.1792,3.6552,4.2782,3.8307,3.6311,4.0303,2.546,3.0543,2.0222,2.1436,3.8575,3.6178,2.9138,4.2792,4.0154,3.4775,3.3605,4.0387,3.9629,2.6898,4.0415,2.0091,3.913,1.7354,3.5092,4.22,3.5588,3.4879,3.1258,3.5818,1.9078,4.4521,2.3643,3.3963,3.3974,4.3756,2.7152,4.1882,3.9792,4.3162,3.7381,4.3936,3.6156,4.2353,2.9114,3.7182,3.448,4.2834,3.8189,4.1079,3.8778,3.1316,2.9862,3.9868,2.6876,3.4118
4600,2.8648,2.3833,3.3853,3.6808,4.0535,3.8256,3.3895,2.6255,4.3414,3.4103,3.7473,2.913,2.3007,1.5757,3.0306,2.5386,3.4404,3.2194,4.1048,3.0082,4.0085,4.2183,2.2745,2.7808,4.3806,4.3379,3.6894,3.6432,3.4848,3.842,3.7713,3.2266,3.8528,3.7983,3.7727,3.7045,3.4689,4.5841,3.4274,4.3266,2.9341,3.7519,2.8086,4.2045,3.4968,4.0572,3.1642,3.6635,2.7352,3.2443,3.9292,3.9394,3.5399,3.8152,4.3024,3.1795,3.6571,4.2793,3.8308,3.6316,4.0311,2.5469,3.0553,2.0226,2.1439,3.8582,3.6187,2.9154,4.2802,4.0163,3.4777,3.3607,4.0394,3.9637,2.6903,4.0417,2.0087,3.9142,1.7357,3.5103,4.2213,3.5601,3.488,3.1268,3.5822,1.9086,4.454,2.365,3.3969,3.3985,4.3764,2.7156,4.1888,3.9804,4.3171,3.7384,4.3947,3.6166,4.2361,2.9124,3.7195,3.4485,4.2842,3.8202,4.1086,3.8786,3.1314,2.9865,3.9878,2.6894,3.4129
