ID,HM0120_JX,Rego054,DGN16SuooMAaA_4_115,DGN16SuooMAaA_4_112,YZR0106_C4,DGN16SuooMAaA_3_115,YZR0106_C2,WHYD200513795_A,Rego042,WHYD200513797_A,WHYD200513577_A,YMS0125_JX,Rego049,Rego045,Rego046,Rego041,WY0132_JX,WHYD200513785_A,DGN16SuooMAaA_8_115,DGN16SuooMAaA_1_115,DGN16SuooMAaA_1_116,CGH0116_JX,DGN16SuooMAaA_1_112,DGN16SuooMAaA_1_113,SLM0122_JX,LGZ0123_JX,WHYD20082062_A,TWH0126_JX,LMS0134_JX,Rego071,CGH0116_C2D1,DGN16SxfsMCaB_20_109,WHYD200513798_A,WHYD200716230_A,Rego023,WHYD200513815_A,Rego064,Rego063,Rego061,WHYD200513799_A,Rego069,DGN16SuooMAaA_2_113,HAH0115_JX,CWZ0121_PD,JFQ0138_JX,WHYD200513786_A,WHYD200513822_A,CKH0135_JX,WHYD200513784_A,Rego010,Rego016,Rego015,Rego019,WHYD200716254_A,WHYD200513765_A,FW0124_JX,DGN16SuooMAaA_9_112,ZJD0111_C4uiPD,WHYD200513791_A,DGN16SxfsMCaB_22_109,ZXL0117_JX,YGF0137_JX,WHYD200513792_A,DGN16SxfsMAaA_12_117,WHYD200513772_A,DGN16SxfsMAaA_16_119,DGN16SuooMAaA_2_116,GZL0140_JX,LWM0133_JX,LJK0127_JX,SJH0128_JX,DGN16SuooMAaA_3_120,Rego083,SZL0119_JX,WHYD200513783_A,WHYD200716245_A,DGN16SxfsMAaA_18_115,ZJD0111_JX,DGN16SxfsMAaA_12_122,FQT0113_JX,WHYD200513800_A,Rego030,DGN16SuooMAaA_2_115,Rego032,CWZ0121_JX,GXJ0103_C8D15,WHYD200513802_A,WHYD200716229_A,Rego006,DGN16SxfsMAaA_13_114,DGN16SuooMAaA_7_113,DGN16SuooMAaA_7_115,PXX0136_JX,DGN16SxfsMCaB_21_109,DGN16SxfsMCaB_19_109,WHYD200513766_A,WHYD200513773_A,WHYD200513813_A,Rego020,DGN16SuooMAaA_5_116,Rego025,HSR0114_JX,GXJ0103_C6,DGN16SuooMAaA_9_116,FQT0113_C2D15,WHYD20082037_A,DGN16SxfsMAaA_17_112,Rego035,YZY0112_C2D15,WHYD200513812_A,FMS0129_JX
OTU5385,0,0,1,0,0,61,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,565,50,0,0,570,0,6,0,0,21,0,0,0,0,8,0,0,0,0,0,1,0,0,0,820,0,0,0,0,0,0,0,0,224,128,1,334,0,0,364,0,0,0,0,0,7,0,9,0,196,0,0,23,309,129,117,0,32,0,0,0,1,0,0,220,1918,0,0,150,1,0,0,1,173,267,0,0,0,0,0,599,107,4,0,0,0,0,0,0,0
OTU2737,0,67,1560,225,0,15,0,0,6,0,0,0,119,31,8,32,0,0,739,79,96,0,1043,314,0,0,44,0,0,26,0,0,0,0,48,0,21,15,24,0,12,66,0,0,0,0,0,0,0,82,6,12,28,0,0,0,58,0,0,0,0,0,0,0,0,0,884,0,0,0,0,169,52,0,0,0,0,0,0,0,0,0,338,20,0,0,0,1,14,0,163,206,0,0,0,0,0,0,42,139,54,0,0,238,0,139,0,56,0,0,0
OTU5301,21,0,2,0,491,0,0,511,0,1,341,8,0,0,0,0,6,0,0,0,0,0,15,0,4,1,0,7,0,0,2,0,1,47,0,1,0,0,0,7,0,0,3,15,2,3,0,20,15,0,0,0,0,72,2,0,0,4,66,623,0,8,56,0,31,0,2,4,0,0,0,0,0,1,0,1,0,9,0,20,4588,0,0,0,26,0,1,8,0,3,0,0,0,17,1,0,5,4,0,0,0,1,1,0,77,0,0,0,7,1,23
OTU6000,0,0,0,0,0,0,0,0,0,199,1,0,0,0,0,0,0,138,0,0,0,0,1,0,0,315,0,0,0,0,134,0,0,0,0,212,0,0,0,3284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,236,0,0,1,0,0,0,0,0,0,2,2,0,143,0,0,0,0,0,363,0,177,0,894,0,0,0,0,0,0,58,146,678,0,33,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,1,0
OTU543,0,244,462,199,0,6,0,0,29,0,0,0,183,284,13,66,0,0,227,217,7,0,137,380,0,0,48,0,0,302,0,0,0,0,333,0,212,63,146,0,22,238,0,0,0,0,0,0,0,513,18,36,189,0,0,0,99,0,0,0,0,0,0,0,0,0,154,0,0,0,0,343,135,0,0,0,0,0,0,0,0,3,301,158,0,0,0,0,33,0,252,44,0,0,0,0,0,0,97,234,88,0,0,62,0,235,0,191,0,0,0
OTU3496,0,55,424,297,0,64,1,0,21,0,0,0,8,29,56,2,0,0,511,172,250,0,310,103,0,0,722,0,0,92,0,0,0,0,66,0,33,43,35,0,167,147,0,0,0,0,1,0,0,138,30,113,68,3,0,0,45,0,0,0,0,0,0,0,0,0,346,0,0,0,0,120,51,0,0,0,0,0,0,0,0,45,126,70,0,0,0,7,98,0,336,53,0,0,0,0,0,0,213,567,34,0,0,177,0,718,0,34,0,0,0
OTU5363,2,0,3,0,0,39,0,0,0,511,0,2,0,0,0,0,0,728,0,0,5,41,13,0,0,3,0,30,0,0,36,0,81,613,0,74,0,0,0,253,0,2,7,0,60,70,160,0,338,0,0,0,0,275,74,0,1,4,312,0,19,0,207,16,337,7,7,0,4,0,37,0,0,4,95,33,0,65,2,0,0,0,0,0,0,19,55,248,0,6,0,0,22,0,1,8,324,0,0,0,0,19,17,1,305,0,0,0,0,1238,115
OTU6366,0,0,0,0,0,0,0,0,0,0,30,275,0,1,0,0,30,1,0,0,1,26,0,0,0,61,0,1859,45,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,2,126,0,0,0,0,61,0,0,522,0,1529,1,0,71,10,36,0,0,0,82,0,331,0,181,0,0,0,0,0,0,419,58,0,0,506,0,0,0,0,266,0,0,0,0,1,0,65,94,0,0,0,0,0,0,0,29
OTU6156,0,0,2,0,0,46,0,0,0,106,156,9,0,0,0,0,0,413,0,1,26,68,13,1,5,52,0,0,8,0,450,19,109,12,0,270,0,0,0,151,0,0,244,1,7,502,98,0,750,0,0,0,0,234,435,1,1,1,30,0,81,0,10,0,425,0,23,0,60,1,14,0,0,18,472,89,17,4,2,0,0,0,2,0,0,4,51,474,0,1,0,0,58,194,0,57,0,0,0,0,0,16,11,2,215,0,2,0,7,224,21
OTU5329,253,0,17,0,0,84,0,1,0,1925,0,0,0,0,0,0,0,591,0,0,4,86,119,0,0,0,0,0,0,0,193,0,0,1184,0,0,0,0,0,0,0,0,0,354,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,84,0,0,0,0,0,1,0,58,0,197,0,0,0,1,0,4,0,6,0,0,0,1,0,164,11,0,0,0,9,3,0,0,0,0,160,0,0,0,0,0,9,2,14,0,0,0,0,0,1081,0
OTU5468,0,323,83,444,0,23,0,0,21,0,0,0,153,1184,11,25,0,0,43,339,4,0,44,921,0,0,90,0,0,71,0,0,0,0,175,0,291,24,11,0,23,200,0,0,0,0,0,0,0,116,8,25,137,0,0,0,181,0,0,0,0,0,0,0,0,0,8,0,0,0,0,121,46,0,0,0,0,0,0,0,0,26,107,56,0,0,0,0,31,0,592,34,0,0,0,0,0,0,8,131,45,0,0,93,0,199,0,93,0,0,0
OTU3816,0,33,25,338,0,8,0,0,0,0,0,0,2,61,735,4,0,0,136,10,259,0,0,0,0,0,60,0,0,93,0,0,0,0,2,0,75,107,166,0,216,29,0,0,0,0,0,0,0,147,215,402,127,0,0,0,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,120,0,0,0,0,0,0,0,0,445,71,329,0,0,0,0,949,0,55,4,0,0,0,0,0,0,418,495,1,0,0,32,0,44,0,46,0,0,0
OTU3769,0,15,282,225,0,21,0,0,1,0,0,0,20,32,8,7,0,0,585,111,132,0,56,219,0,0,397,0,0,19,0,0,0,0,31,0,3,7,24,0,14,188,0,0,0,0,0,0,0,30,3,2,10,0,0,0,113,0,0,0,0,0,0,0,0,0,30,0,0,0,0,1361,39,0,0,0,0,0,0,0,0,0,594,23,0,0,0,0,19,0,113,371,0,0,0,0,0,0,36,522,34,0,0,373,0,408,0,13,0,0,0
OTU6659,0,0,0,0,0,0,0,0,0,0,0,714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,2,0,0,0,0,24,0,0,0,2,0,14,17,0,770,0,0,0,991,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,23,0,0,0,0,0,0,0,0,0,85,4,3655,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU5527,0,6,307,176,0,189,0,0,7,0,0,0,11,8,0,26,0,0,48,20,372,0,113,154,0,0,224,0,0,9,0,0,0,0,164,0,31,3,22,0,47,137,0,0,0,1,40,0,0,20,18,18,55,0,0,0,84,0,0,0,0,0,0,0,0,0,144,0,0,0,0,181,69,0,0,0,0,0,0,0,0,10,1725,35,0,0,0,0,16,0,60,40,0,0,0,0,0,0,39,257,6,0,0,580,0,373,0,15,0,0,0
OTU1313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,5614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OTU2077,142,0,0,0,43,3,0,0,0,91,34,213,0,0,0,0,430,71,0,0,1,60,7,1,10,82,0,8,55,0,4,0,0,33,0,3,0,0,0,60,0,0,6,101,0,181,0,0,72,0,8,0,0,14,11,45,0,622,0,3,62,355,0,264,0,269,1,52,22,30,49,0,1,0,69,0,36,666,38,0,0,0,0,0,40,82,72,9,0,69,0,0,0,4,771,18,39,0,0,0,0,249,24,3,1,0,0,0,63,53,0
OTU1433,0,0,2,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,6,0,0,0,0,0,3228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377,0,0,0,0,0,0,0,0,0,47,0,0,0,0,214,0,0,0,0,0,0,0,0,0,213,0,0,0,150,0,242,0,110,0,0,0,0,0,0,237,614,0,0,53,0,0,0,0,0,0,0,0,0,0,0,221,101,0,0,0,0,0,0,0,0
OTU1028,173,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,516,1,0,0,0,1,0,0,0,0,0,107,1,0,3,12,0,0,0,0,0,0,0,2,0,0,0,737,8,0,0,6,2,0,0,0,0,0,0,0,0,14,1,0,3,0,10,1,0,2,0,128,48,176,0,0,0,44,0,0,4,0,2,2088,0,0,0,0,329,0,0,0,0,0,0,0,364,0,2,1,2,0,0,0,0,80,4,0,873,0,9,0,0,1,33
OTU1303,0,0,0,1,0,3,0,1,0,8,0,38,0,0,0,0,0,5,0,0,0,5,0,0,0,33,0,0,281,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,0,0,17,22,1,3984,16,0,59,0,0,82,0,0,2,0,2,69,83,0,0,0,43,62,29,0,25,0,0,0,0,0,0,135,115,0,0,126,0,0,0,0,295,20,0,0,0,0,0,22,86,0,0,0,0,0,0,0,0
OTU1660,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,227,0,0,0,0,0,0,0,0,0,262,0,0,142,17,0,0,0,0,0,3,1,4,0,10,0,0,0,0,0,0,31,0,0,0,9,0,0,0,0,0,2,3723,0,0,0,0,0,54,0,0,0,0,0,0,0,1250
OTU2840,0,48,78,68,3,98,0,0,18,0,32,0,72,406,8,4,1,0,259,35,31,0,756,114,0,2,122,0,6,26,0,0,16,2,58,0,20,50,290,0,30,43,0,0,0,0,21,1,0,68,87,26,72,26,0,4,15,8,0,3,3,0,0,1,4,284,374,0,0,0,1,240,142,0,0,194,0,0,0,0,3,13,187,115,0,0,0,31,44,0,13,209,4,0,0,0,2,0,82,47,298,0,0,205,3,158,2,29,3,0,7
OTU4859,89,0,0,0,8,15,0,0,0,135,79,19,0,0,0,0,237,180,0,0,1,18,13,2,13,2,0,21,40,0,9,67,9,56,0,24,0,0,0,76,0,0,0,74,82,94,29,91,247,0,0,0,0,30,52,2,1,11,33,1,6,24,422,116,54,207,2,1261,11,92,44,0,0,0,63,6,0,15,3,319,4,0,1,0,63,1,67,28,0,1,0,0,15,8,0,22,130,1,0,0,0,180,2,1,44,0,134,0,5,435,5
OTU975,0,0,2,0,0,22,0,0,0,280,1,1654,0,0,0,0,0,24,0,3,2,0,47,2,52,4,0,0,201,0,0,139,0,1,0,546,0,0,0,1,0,2,14,0,0,28,0,0,0,0,0,0,0,0,154,15,1,234,689,0,1,0,0,3,0,282,8,0,131,2,66,1,0,0,7,1,6,283,2,0,0,0,2,0,1,3,11,0,0,49,3,0,34,0,139,0,0,0,0,0,0,425,10,6,0,0,32,0,0,5,0
OTU529,0,82,50,83,0,325,0,0,453,0,0,0,4,10,192,171,0,0,19,257,187,0,20,82,0,0,44,0,0,77,0,0,7,0,82,0,239,214,19,0,81,168,0,0,0,0,71,0,0,202,232,316,41,0,0,0,216,0,0,0,0,0,0,0,0,0,33,0,0,0,0,54,98,0,0,0,0,0,0,0,0,165,77,44,0,0,0,1,255,0,124,50,0,0,0,0,0,0,43,51,152,0,0,366,0,27,0,117,0,0,0
OTU3727,0,150,180,54,0,21,0,0,7,0,1,0,152,185,30,8,0,0,293,48,56,0,944,90,0,0,129,0,0,89,0,0,0,0,115,0,28,70,320,0,21,154,0,0,0,0,0,0,0,120,35,38,135,0,0,0,28,0,0,0,0,0,0,0,0,0,177,0,0,0,0,479,72,0,0,0,0,0,0,0,0,5,381,151,0,0,0,0,30,0,75,86,0,0,0,0,0,0,230,148,53,0,0,35,0,92,0,83,0,0,0
OTU3416,10,9,61,32,39,4,8,33,875,0,0,0,221,9,199,318,0,0,25,71,20,0,179,138,1,0,13,2,2,9,0,1,3,3,9,0,279,111,18,1,204,58,96,4,1,0,7,0,0,131,13,398,124,21,0,0,191,1,0,9,5,0,0,0,31,1,122,0,0,0,3,75,49,0,0,0,0,0,0,105,1,118,80,3,0,1,0,69,94,0,264,4,2,0,1,0,21,0,213,98,20,0,0,73,0,20,0,52,7,0,0
OTU5643,0,86,167,70,0,6,0,2,7,0,0,0,59,86,5,0,1,0,131,33,151,0,664,6,0,0,97,0,2,352,0,0,0,0,63,0,21,34,211,0,16,137,0,0,0,0,0,1,0,37,51,17,242,0,0,0,62,0,0,0,0,0,0,0,0,1,1010,0,0,0,0,153,76,0,0,2,0,0,0,0,0,0,189,56,0,0,0,0,19,0,37,323,0,0,0,0,1,0,166,233,68,0,0,114,1,126,7,30,1,0,0
OTU1734,0,0,7,0,0,156,0,0,0,246,649,54,0,0,0,0,0,1319,0,1,27,40,64,4,2,56,0,254,61,0,46,0,168,0,0,1,0,0,0,56,0,5,11,0,73,18,150,0,533,0,0,0,0,117,74,3,5,3,127,0,10,0,0,17,38,23,40,2,14,0,140,0,0,0,42,12,3,0,7,0,0,0,10,0,0,4,133,226,0,10,2,0,27,0,7,54,25,0,0,0,0,2,2,8,0,0,0,0,0,195,14
OTU4656,0,138,213,83,0,60,0,0,51,0,0,0,0,7,32,1025,0,0,24,263,121,0,39,0,0,0,36,0,0,281,0,0,0,0,131,0,55,50,58,0,182,209,0,0,0,0,0,0,0,75,114,150,257,0,0,0,100,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,135,0,0,0,0,0,0,0,0,130,290,25,0,0,0,0,144,0,6,64,0,0,0,0,0,0,200,338,0,0,0,95,0,18,0,116,0,0,0
OTU294,1,73,341,1,22,18,58,197,7,0,0,0,6,293,1,11,0,0,80,5,3,0,71,201,2,0,38,0,0,88,0,0,0,0,163,0,126,24,33,7,5,63,24,0,1,0,3,297,0,46,25,13,155,19,0,0,8,0,1,1,0,0,0,0,0,3,84,241,0,0,0,124,7,0,0,1,0,0,0,0,0,6,40,102,0,0,0,84,4,0,58,21,0,0,0,1,430,0,18,102,3,0,0,2,0,49,0,29,1341,0,0
OTU1392,64,0,1,0,61,2,0,362,0,1,266,7,0,1,0,0,12,3,0,0,0,0,4,1,0,0,0,5,0,0,0,0,0,29,0,0,0,0,0,7,0,0,9,10,4,1,0,16,20,0,0,0,0,64,0,0,0,0,45,545,0,0,50,0,22,3,2,6,0,0,0,0,0,0,0,0,0,7,0,26,3525,0,0,0,14,0,0,19,0,0,0,0,1,18,0,0,1,4,0,0,0,2,0,1,37,0,0,0,1,1,1
OTU1736,0,0,0,0,0,0,1,0,0,4,23,394,0,0,0,0,0,26,0,0,0,189,0,0,52,348,0,692,618,0,211,0,30,0,0,0,0,0,0,0,0,0,64,1,270,0,11,0,9,0,0,0,0,1,6,57,0,30,12,2,57,0,0,134,0,138,0,1,39,0,1138,0,0,8,1,2,4,0,36,0,3,0,0,0,0,27,5,1,0,44,0,0,243,0,108,4,1,0,0,0,0,5,21,1,0,0,0,0,0,8,165
OTU5707,0,3,280,1312,0,0,0,0,1,0,0,0,35,28,85,0,0,0,614,18,373,0,0,3,0,0,4,0,0,23,0,0,1,0,7,0,0,453,328,0,177,211,0,0,0,0,4,0,0,204,0,6,1,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,93,0,0,0,0,0,0,13,0,41,37,8,0,0,0,0,39,0,234,0,0,0,0,0,0,0,212,109,0,0,0,0,0,8,0,50,0,0,0
OTU1502,0,0,2,0,0,0,0,0,0,232,0,12,0,0,0,0,0,139,0,0,12,89,3,0,0,38,0,0,0,0,85,0,26,5,0,2,0,0,0,28,0,0,22,0,175,565,143,0,0,0,0,0,0,1221,9,1,0,178,2,0,1215,0,0,0,1,0,9,0,5,0,0,1,0,0,41,0,2,0,7,0,0,0,1,0,0,44,81,422,0,48,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,220,0
OTU4854,108,0,0,0,21,8,0,0,0,259,156,95,0,0,0,0,2,332,0,0,0,134,2,0,68,62,0,1,75,0,111,202,13,111,0,339,0,0,0,157,0,0,186,41,220,137,30,0,100,0,0,0,0,262,228,16,0,12,16,0,83,0,337,37,79,18,1,0,65,10,124,0,0,4,72,1,98,6,12,0,0,0,0,0,17,64,42,120,0,0,0,0,46,0,12,18,0,0,0,0,0,45,39,1,0,0,40,0,37,85,34
OTU2977,0,0,0,0,0,1,0,128,0,0,0,49,0,0,0,0,0,0,0,0,6,1,0,1,0,866,0,0,54,0,0,0,0,0,0,135,0,0,0,126,0,0,0,0,0,561,0,59,0,0,0,0,0,389,80,0,0,14,150,0,24,0,34,17,0,0,5,0,537,0,0,0,0,0,9,0,632,0,55,0,0,0,0,0,0,71,115,94,0,4,0,0,0,0,0,708,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0
OTU5159,0,0,0,0,0,2,0,0,0,126,0,75,0,0,0,0,0,322,0,0,0,301,0,0,0,72,0,0,1,0,97,12,1,196,0,489,0,0,0,326,0,0,0,0,0,272,0,0,0,0,0,0,0,226,220,26,0,0,0,0,64,0,0,0,51,0,0,0,97,0,697,0,0,2,9,4,206,0,196,0,0,0,0,0,0,237,84,92,0,33,0,0,0,0,0,36,0,0,0,0,0,116,37,0,0,0,3,0,0,58,6
OTU4601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1550,0,3204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
OTU1458,0,0,0,0,0,3,0,0,0,0,29,0,0,1,0,0,0,0,0,0,0,0,2,1,0,6,0,0,556,0,0,0,2,1,0,77,0,0,0,0,0,1,0,0,0,74,2,0,0,0,0,0,0,0,418,45,0,0,823,0,8,1,0,0,0,0,1,0,967,2,0,0,0,0,255,72,835,0,47,0,0,0,0,0,0,91,56,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,296,0,0,0,0,0,0,0,0
OTU1355,0,100,16,5,0,7,0,0,49,0,0,0,3,46,48,0,0,0,3,8,7,0,17,13,0,0,18,0,0,2871,2,0,0,0,22,0,33,25,102,0,40,10,0,0,0,0,0,0,0,80,61,468,81,1,0,0,33,0,0,0,0,0,0,0,0,0,16,0,0,0,2,2,69,0,0,0,0,0,0,2,0,55,18,61,0,0,0,0,76,1,9,34,0,0,0,0,1,1,51,16,39,0,0,8,1,2,0,37,0,0,0
OTU2963,1923,0,0,0,0,8,0,0,0,41,2,1588,0,0,0,0,7,84,0,0,1,6,2,1,0,130,0,0,0,0,16,0,6,31,0,0,0,0,0,0,0,0,17,41,432,5,3,0,0,0,0,0,0,0,0,0,0,7,124,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,9,10,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,26,9,0,0,0,0,0,0,60,0
OTU6554,0,0,0,0,44,0,0,0,0,5,16,588,0,0,0,0,196,16,0,0,1,68,2,0,25,0,0,876,989,0,64,0,0,0,0,2,0,0,0,3,0,0,0,0,26,40,0,10,17,0,0,0,0,15,0,11,0,81,81,0,13,121,0,131,0,297,2,0,13,0,76,0,0,3,2,206,18,2,3,2,0,0,0,0,0,20,6,15,0,23,0,0,49,123,211,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
OTU5393,89,0,0,0,0,1,0,0,0,23,0,381,0,0,0,0,195,19,0,0,0,324,1,0,73,51,0,1,0,0,75,0,0,78,0,0,0,0,0,14,0,0,1,434,0,0,0,0,0,0,0,0,0,2,0,11,0,109,0,0,46,280,51,100,100,74,0,0,6,0,344,0,0,173,15,0,2,0,1,1,1,0,0,0,368,60,5,3,0,41,0,0,0,29,102,0,2,0,0,0,0,59,1,0,0,0,0,0,212,68,487
OTU6149,1,75,173,141,0,24,0,6,56,0,11,0,4,28,94,6,0,0,9,111,63,0,6,132,0,2,183,0,0,125,0,1,0,0,24,0,17,109,260,0,19,244,0,0,2,0,2,0,1,98,8,5,188,0,0,0,50,0,1,0,0,0,0,0,0,0,127,0,0,0,0,169,66,0,0,0,0,0,0,3,29,123,311,196,0,0,0,1,72,0,396,111,0,0,10,0,0,3,141,248,42,0,0,1,2,58,0,95,1,0,0
OTU1526,81,0,0,0,12,11,0,0,0,135,33,10,0,0,0,0,261,184,0,0,1,6,3,0,72,94,0,12,16,0,6,182,0,8,0,35,0,0,0,3,0,0,22,7,32,1,0,0,14,0,0,0,0,16,63,3,0,24,1,735,25,28,0,8,61,48,4,0,1,0,0,0,0,0,23,0,0,271,4,348,68,0,1,0,1,0,10,2,0,0,1,0,68,170,15,0,12,0,0,0,0,55,0,0,769,0,361,0,3,22,12
OTU4814,746,0,0,0,0,4,0,0,0,407,0,6,0,0,0,0,10,199,0,0,0,193,0,0,1,24,0,0,0,0,413,0,0,307,0,0,0,0,0,2,0,0,0,380,0,4,0,0,0,0,0,0,0,2,4,1,0,17,0,0,190,68,64,124,26,41,0,0,9,1,107,0,0,2,7,0,6,0,3,2,23,0,0,0,144,16,63,1,0,10,0,0,0,399,9,5,0,0,0,0,0,31,1,0,0,0,0,0,103,246,34
OTU4199,0,124,1,300,0,0,0,0,197,0,0,0,62,68,527,24,0,0,23,769,18,0,1,7,0,0,0,0,0,66,0,0,0,0,110,0,121,26,6,0,165,0,0,0,0,0,0,0,0,241,68,52,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,615,71,0,0,0,0,0,0,0,0,164,1,150,0,0,0,0,90,0,48,0,0,0,0,0,0,0,14,42,7,0,0,125,0,0,0,69,0,0,0
OTU3456,0,0,0,672,0,142,0,0,0,0,0,0,0,13,56,0,0,0,3,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,113,0,0,21,72,0,0,0,0,0,0,0,0,0,0,0,12,0,119,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,922,0,0,0,0,0,0,0,0,1,330,96,0,0,0,0,1373,0,0,47,0,0,0,0,0,0,27,0,375,0,0,28,0,0,0,0,0,0,0
OTU1912,116,0,0,0,336,2,56,0,0,64,0,97,0,0,0,0,170,32,0,0,0,37,0,0,17,28,0,0,46,0,32,0,0,270,0,0,0,0,0,96,0,0,5,86,0,1,1,0,3,0,0,0,0,39,0,9,0,23,16,0,64,7,379,155,33,74,0,303,1,0,19,0,0,120,10,207,0,564,0,0,21,0,0,0,73,6,0,75,0,1,0,0,2,66,7,2,4,0,0,0,0,14,1,0,0,0,0,0,344,125,169
OTU3731,0,109,37,18,0,71,0,0,45,0,1,0,506,52,57,8,0,0,112,24,26,0,812,41,0,0,46,0,0,22,0,0,0,0,36,0,9,29,51,1,13,75,0,0,0,0,0,0,0,10,112,34,71,0,1,0,363,1,0,1,0,0,0,0,0,0,904,0,0,0,0,42,40,0,0,0,0,0,0,0,1,29,46,42,0,0,0,0,2,1,7,79,0,1,0,0,0,0,93,76,38,0,0,83,0,65,0,72,0,1,0
OTU1443,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,125,6,0,0,0,0,0,182,0,0,0,0,192,150,49,0,0,0,0,0,0,137,0,36,0,8,0,0,0,0,0,0,46,0,1,961,0,0,0,0,0,34,0,15,0,7,0,1261,2,0,0,0,0,0,480,158,0,2,0,0,446,34,17,0,5,0,0,0,0,0,1,0,3,0,0,0,0,2,21
OTU4840,20,0,0,0,0,2,0,22,0,21,805,3,0,0,0,0,76,9,0,0,0,0,1,0,16,13,0,1,1,0,0,40,2,13,0,0,0,0,0,42,0,0,8,2,2,0,4,0,116,0,0,0,0,152,1,0,0,0,30,146,0,3,6,3,1,16,0,0,0,0,0,0,0,0,0,0,0,79,0,130,2177,0,0,0,0,0,0,15,0,0,0,0,6,24,1,0,17,0,0,0,0,5,0,0,278,0,90,0,1,0,1
OTU751,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,470,0,0,0,0,0,0,0,0,0,32,0,0,0,0,26,0,0,0,0,0,1,0,67,5,0,0,0,0,182,0,33,0,228,0,0,0,0,0,0,1303,1202,0,0,249,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0
OTU5820,0,0,0,0,0,0,0,0,0,5,0,16,0,1,0,0,10,1,0,0,1,69,0,0,1,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,1,128,0,0,0,0,0,0,0,0,0,17,0,0,0,12,0,0,52,1171,0,0,79,0,0,0,26,0,101,0,0,1440,1,1,0,0,0,4,0,0,0,0,243,8,1,91,0,2,0,0,0,1,7,0,0,0,0,0,0,697,14,0,0,0,0,0,0,2,63
OTU3449,0,387,113,59,1,17,0,0,0,0,0,0,0,31,21,3,0,0,28,54,173,0,0,0,0,0,43,0,0,165,0,0,0,0,2,0,57,73,32,0,57,613,0,0,0,0,0,0,0,199,14,70,186,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145,0,0,0,0,0,0,0,0,113,70,435,0,0,0,0,193,0,52,76,0,0,0,0,0,0,139,229,28,0,0,163,0,4,0,111,0,0,0
